O15116	Q9CQ74	P68255	Q2HJ64	J9P1X6
Q29960	Q9WV52	A0A0G2JTA7	A0A140T8C8	F1PI88
A2IDD5	Q8R3A2	D3ZFK5	F1N757	F1Q1E1
Q9Y6R1	Q7TSI1	M0R6T8	G3X7J5	E2RRJ7
Q8TF63	G3X925	Q4FZT0	A2VDY4	J9NZQ1
O95415	Q8BQB4	-	-	-
Q5TCH4	Q3UWJ5	P30121	A7MBI2	F1PFE8
O95178	P22907	A0A0G2JSN7	Q32LD1	F1PAN1
Q6LBI8	Q9R0M0	Q8CH92	F1MC70	J9NYG8
Q02817	Q69ZH9	Q56AP7	Q3SZK1	F1PTY1
Q32MQ0	F6UL52	-	-	-
Q8N779	Q3TDK6	G3V7B7	F1N410	E2RRR1
Q9NUS5	P49615	Q8CHM1	E1B9W3	F1PIZ3
Q9BSK1	Q91WU5	-	-	-
A4D104	P70268	Q62835	A2VDZ3	J9P4F8
Q6ZUT9	Q8C7D2	D4AEG7	E1BB73	E2R239
Q9HBG7	O88447	A0A0G2JTI7	Q1RMU5	E2R264
Q14050	Q5HZK2	D3ZWF3	Q58DK1	F1PPS5
P23515	P49717	E9PU37	F1MJH0	E2R9F8
P84025	Q9CYZ8	Q6AXT0	E1BIU0	F1PG75
Q8N2G6	P11152	Q6IFX0	Q0IIJ0	E2R8D5
Q9NUN5	Q80VJ3	Q5XHX2	Q0VCA9	E2RGV9
P51786	Q5RJH2	Q811X5	E1BBJ9	J9P870
P22792	Q3UR50	Q8R4R3	P04975	E2RBT4
Q9HCQ7	O70394	G3V9F5	E1BMJ0	F1PSM3
Q6ZMJ2	B2RXZ1	F1M037	Q32P79	F1PS53
Q9NXH8	Q924I3	-	-	-
Q86T23	P16675	D4AAI1	G3MZY0	J9P073
Q9NRC3	P58462	Q6AXT4	B3FXL5	E2RBJ9
Q9H7L2	Q9ER62	Q6MFY8	A8E4L3	F1P6X3
A0A0S2Z3K0	P56542	-	-	-
Q99989	Q504N0	M0RC41	E1BDB7	F1PGB2
Q7Z6K4	O70228	Q4QQV0	G3N316	J9P150
Q9UL51	Q3V0M2	M0R637	E1BPV2	F1PJ55
Q9UHE8	Q8C552	D4AEL8	F1MWR3	F1PQZ9
Q07326	A2AJK6	D3ZVC4	F1N7K8	E2RCH0
Q6ZVL6	Q64264	Q4KLK9	Q2KID7	E2QWG8
P22352	G3X961	A0A096MJZ0	F1MVN3	E2QRR3
O60756	A2AKB9	D3ZWB2	A6QQZ8	E2RL02
Q96FQ7	Q9EQY0	D4AE98	G3N3K3	F1Q1G0
Q8TBK9	Q52KI8	B1WC06	E1BDN7	E2R7S4
B3KMQ7	Q8C310	P26431	A2VE53	F1PH70
O75093	Q8BWT5	Q5FVP8	-	-
E9PAL0	G5E8Y0	G3V9X6	P41985	J9NX32
Q92583	A0A0R4J0I7	F7F0B1	G3MYL8	F1PPL2
A0A0S2Z6F4	Q8R3H7	A0A140TAA4	G5E5S2	E2RFX1
P49223	Q924L1	P63014	Q5E9T5	F1PAD6
Q6ZP16	Q9Z2C6	-	-	-
P40394	Q3URK1	G3V736	Q1LZ81	F1P8K0
Q53HV2	Q62469	Q9JI24	Q0VD29	E2RHA8
O78189	A0JNU3	A3KNA0	Q7YRD0	J9P6I2
Q14533	Q80UP3	P35053	Q6EWQ7	J9P0W5
Q9NS40	Q80UN9	-	-	-
Q9NUM4	Q1PSW8	A0A0G2K744	P00428	F1PS42
Q5VZP5	B9EKI3	G3V7Z3	F1MI98	J9NUK7
C9JLW8	B1ASM0	-	-	-
Q9UJ37	Q8BGH2	-	-	-
Q9WJR5	Q8CAY6	M0RD05	F1N7Y8	F1PZL2
Q9NQG1	P0C913	D3ZE86	A7E307	F1PKT2
Q8IYY4	Q8BIZ1	-	-	-
Q9UBD6	P31041	D4A6X9	F1N318	E2RMA9
Q8N387	Q6A4J8	A1A5S2	-	-
Q9Y663	Q91ZM2	P04218	-	-
Q8IZY2	Q8BG39	Q4KM34	Q2KI43	F1P769
Q9NQV8	Q571G4	Q4KM33	F1MTV4	F1PDH7
Q96F93	O35684	G3V8Y8	F1MLU4	F1PJV8
Q96NX9	Q91WB2	A0A0A0MY01	E1BLG9	F1Q3Z2
Q5JPH6	Q9R1S7	D3ZY31	E1BCU4	F1PRS4
Q6P656	P86045	-	-	-
Q9MY34	Q641P0	D3ZZU4	F1MNI7	F1PPQ0
O60902	Q6IMH7	A0A0G2KAJ3	F1MDW1	J9NWY4
Q2TB90	Q9JJR9	B5DEF3	F1N2E0	E2RAW5
P08F94	Q923D5	G3V6C0	F1MS63	Q5I2M8
Q6IBE0	P04095	A0A0G2JTW1	E1B7R0	F1PFR8
Q7RTX9	Q64261	Q7TSW6	Q24K04	E2RS67
Q5VZ03	P68433	F1LPG6	A6QPM5	E2QXK0
Q56UN5	Q9DAJ2	-	-	-
Q2NL67	P47806	P31421	A6QPS2	E2R6H2
P25092	Q9QUM4	P63004	F6RP33	F1PIY9
Q8TAV0	Q69Z69	-	-	-
Q9Y5L2	Q4JIM5	-	-	-
G8JLG8	F2Z3U4	Q5U1V9	F1MHH2	F6Y470
Q8NFU7	P55849	D3ZT88	E1BMR3	E2RPQ1
Q8N5B7	P41216	-	-	-
Q6ZS82	Q9ES52	Q62862	G3N1E6	E2RHN2
Q9UJ99	Q7TSG5	G3V645	Q0VC03	E2RS86
Q6IMI6	P01734	-	-	-
Q96JE7	A0A1D5RM41	D4A3I4	F1MC48	E2R567
Q8TEQ0	A2ACD2	D3ZYF8	G3X7X2	F1Q080
P12034	A0A0R4J0H9	P15389	-	-
B4DP54	Q80YW0	F1LM90	F1MLW4	J9P2X0
Q96HJ5	O35185	F1LRK9	A5PJQ7	F1Q1K9
Q9Y5N5	Q9D824	D3ZKK3	G3MWM1	E2RCJ2
O75417	Q01965	A0A140TAF2	F6RQU6	E2RDR1
Q96KW9	Q91WD0	D4AA11	A6QLI6	E2RLK1
Q9BZK3	Q6PAL0	-	-	-
Q96MD2	F6QNG5	Q9JJ73	F1N189	J9P796
Q5T5N4	Q923B0	A0A0H2UHA0	F1MX94	-
Q7Z7J7	Q68FG3	Q4V7D3	E1BBV2	F1PXI1
Q8IUS5	G5E905	A0A0G2JU59	F2Z4H8	E2R6N6
Q09428	Q6ZPK0	A0A0H2UHG5	Q32PJ8	E2RAN4
Q86XJ5	Q811B1	G3V684	Q29S10	J9P2B8
Q6ZN66	Q91X49	Q99ND9	Q32LF2	E2RB08
Q8TAX5	Q9WUK6	D4A1Y5	F1MEA2	Q8WMR9
Q32NB8	Q811P0	D4ACL2	Q4JF28	E2RMF7
Q4AE62	Q8CIN4	-	-	-
Q19AV6	Q8BGW5	A0A0G2K1X3	F1N648	F1PQ52
Q9HBG4	Q9D0A0	D4ADU7	Q0VCI8	F1PJ43
Q6ZTR5	P10146	G3V7K8	A0A140T881	E2R9I3
B2RCI8	B2RX31	P51639	Q2NL37	J9NYL0
Q8N682	Q6P5D3	Q66HB3	Q2KJ92	F1PQQ8
Q5JT25	A0A0G2JF13	Q794C0	E1BD11	E2QY92
Q6IEE8	Q9Z0S6	D4ACA1	E1BBL2	E2RML7
P21506	Q8BIE6	A0A0G2JUC0	E1BM61	F1PR71
Q6FHH6	E9PZM4	D3ZSY2	E1BA43	J9P959
Q9Y2K3	O35099	Q6AY41	Q762I5	F1PIG4
Q5JXX5	P35761	G3V962	E1BI44	F6URD2
Q9BUB4	Q8CBA2	B0BN52	F1MUD1	P52212
Q86YE8	Q61136	D4A8N7	Q0VCT1	E2R3R8
Q0VAA2	A0A0R4J174	Q02356	F1N7C7	F1PMA7
B7ZBB8	Q9CQI9	Q9JK41	F1N4E5	E2R9Z6
Q63HQ2	Q80Y34	F1M9G7	G3MZ72	E2REZ9
Q12912	Q9DAX2	-	-	-
Q8N532	B2RQA1	Q68HB8	F1MF00	F1P6W5
Q96RI0	Q9WVF7	Q76IC6	F6R2J7	F6XGU5
Q6NXS1	Q80WG7	Q7TPB1	P11116	E2RN92
Q5H8C1	P21275	Q498S5	A5D9D3	F1PQE2
Q12918	Q505G8	F1M3H3	E1BKQ9	F6X690
Q2M3G0	Q9QY36	-	-	-
P13765	A1L314	F1M3J3	E1BFX8	E2RMB4
Q16553	Q8BSP2	D3ZYD7	-	-
Q96CK0	Q9WVM3	G3V6X0	Q3SZV0	F6PLF2
P21452	P70348	D3ZX42	F1MXI0	F1P729
Q8ND07	Q61768	G3V8N6	Q58CS6	E2RAV2
Q15485	A0A1D5RMD1	P12785	Q32PG0	J9PA58
P52746	O08665	P70583	O77628	F1PZD4
Q8WWF8	Q8BRN9	D3ZD83	F1ML14	E2RPJ8
O00748	Q5RL20	P63088	Q1JPD3	F1PKF6
Q9H841	Q91YX5	F1M8R0	F1N1Q9	E2QUM0
Q49AH0	Q3U186	D3ZP29	F1N693	F1PTR8
A0A0S2Z4M0	Q9D270	D3ZT20	F1N4S1	Q29393
Q9UNA0	Q61337	D3ZYC4	A7MBA0	F1PUZ0
O95473	Q9JJV2	D3ZTG3	F1MX03	F1PM91
Q96BU1	Q8BMN3	A0A140TA89	Q1RMU8	E2QUY3
Q96DU3	Q9Z1N5	Q5FVT6	F1MT45	F1PIX5
Q9UC06	Q3TB92	F1M3Q7	A3KFF6	E2RRR6
Q9H317	Q9CQG2	P35559	-	-
Q96KJ9	Q8CFN5	Q5PQL1	G3X6L4	F1P8F6
Q8TAA1	Q8BGX1	D3Z9L0	F1N3V8	J9NUM9
Q8WWV6	Q497H0	A0A0H2UHT5	P09867	-
Q5HY98	Q9EPL0	Q5XIB8	Q0VCP4	P63050
Q92982	Q7TSK2	A0A0G2K972	O46471	F1PBK0
Q9GZT5	Q99JP4	D4A009	-	-
Q6J4K2	E9Q743	Q9Z1L1	F1MS13	Q5DWN0
Q9NPC2	Q8BFS8	G3V662	Q05B90	F1PGJ2
P0C5Z0	Q8BH02	F1LM33	E1BB21	E2RMA3
Q8NCK7	Q9WUQ7	P35433	P02694	J9P922
B2RDP6	Q31125	D3ZW79	Q2KHT9	E2QY78
Q6NVH9	Q9CVD2	Q6P6S1	G3MWK1	F1P7K6
Q969X2	Q8K2K6	D3Z8A1	-	-
Q5SXH7	Q924S8	G3V838	-	-
Q496A3	A2AJB1	A0A0G2JYR4	E1BJU5	F1P9A6
Q14568	Q8CIV8	Q5U2X0	A5PJJ5	J9P809
O60469	Q8CD26	A0A0G2JXB5	F1MNA8	E2REW0
B7ZLF8	Q80XC2	Q5BK33	Q0VC82	E2QS57
Q6UE05	Q6DI86	D3ZHA6	A7Z039	F1PH13
Q6UXT8	E9Q3Y4	Q5EB95	Q0II83	E2RIQ0
Q86X24	Q9JK88	A0A1W2Q6N1	Q2KHW2	E2RT05
O95050	P82198	Q5XIT3	F2Z4G3	F1P830
Q52M93	Q9CQ29	A0A0A0MY35	P0C7I2	E2RIL8
Q7Z7L9	Q80T85	D3ZTV3	F1MKS5	J9P4M4
O15394	P20918	D3ZTY0	F1MUT9	F1PCJ4
Q96RT6	Q69ZF3	Q3MHC2	Q08DH2	F1PKX3
P10072	Q9Z0H8	P43219	F1N143	J9NW43
O94900	P25233	D3ZKE6	A7MBH7	J9P502
A8MWY0	G3XA34	M0R4G8	G3X6R8	F1P715
Q96T59	P27467	M0R4V3	-	-
Q8NDZ0	Q6P1H7	Q6Q1P3	G3X6L5	F6X637
Q6UW02	Q921W4	Q5XIG7	F1MT56	F1Q2Q9
Q8N9B8	Q9D5V6	D3ZA53	E1BAP3	E2RGZ1
A5PLK7	Q9CXG9	F1M7U2	Q2KIB1	E2RBV5
P11086	P21836	-	-	-
E5RG02	P97460	D4A8N1	G3N1H1	F6XZ73
Q8TAG5	P62816	D4A7E9	G3N3E1	F1PV63
O75462	A0A087WPF7	D3Z8B9	A6QLA6	J9NU67
Q96MS3	Q9WV86	-	-	-
Q8NGN1	P70362	M0RAK0	G3MYH4	E2RAM4
Q9NRP2	Q01063	A0A0G2K1A5	Q58DR7	E2R4Q6
Q8IXN7	P59048	P31423	-	-
Q5VTT5	D3YXK2	M0R5E8	A6H767	E2RJR0
P50583	A0A0U1RPE8	D4A374	F1MPK6	F1PX33
Q8N8Q8	P26645	-	-	-
Q8N609	Q00493	F1LTF8	F1MRC2	J9P225
Q96HJ3	Q9EQB9	D3ZXY2	F1MNW4	F1PD54
Q9NPI7	P43117	-	-	-
P00480	G5E832	-	-	-
Q96DP5	Q8R1U1	P97557	F1MDI5	F1PJJ0
P14902	Q8BSZ8	A0A0G2K349	F1MJJ9	E2R9K0
E9PIW9	E9Q8Z7	Q9Z0X2	F1MLZ5	E2R4F4
Q6ZUM4	O88745	-	-	-
Q8NEB7	F6Z7L1	-	-	-
Q9ULE4	Q9DCG2	E9PSZ0	A1A4K3	J9PAC0
Q92527	P32883	Q9JHE8	Q5E9F1	J9P6A5
P43652	O54865	A0A0G2JUC3	E1BMP2	J9P8R3
Q6ZN44	Q9D1J1	F1LNW3	Q3ZBP1	-
Q6NSL9	O88824	D4A7Q7	A8E648	E2RCC6
Q8WW55	Q8BJ25	Q8R514	Q32LE5	F1PQK9
Q8TDV5	Q9DBM0	Q62812	E1BGW5	F6V1Y9
P09093	Q99PU8	Q5RJK9	G5E5X4	E2R345
Q8IYS8	Q8K0H1	Q6PCT8	F1MQX8	F1PCU6
Q9BUX1	Q4VC33	D3ZR53	I6L9I4	F1PQD3
E9PB15	P70279	A0A096MKG0	A7MBF3	E2R5U9
Q9BVW6	Q3TMW1	F1LS72	-	-
Q7Z3Q1	A6X935	A0A140TAD4	F1MC18	J9NT97
F8VUJ3	Q8VID5	P19643	E1B9E6	F1P7C6
Q32Q52	O88704	G3V7W4	A3KMV1	E2R5H3
P01579	Q8BVN8	-	-	-
Q8NCQ7	Z4YJL0	A0A0G2K4A2	P02465	E2R699
Q3ZCQ3	G5E8P2	-	-	-
Q96LT4	Q14DL0	Q63416	F1MYW2	J9P500
Q50LG9	Q6DI92	Q69DC1	F1MYB0	Q30KV2
Q75KN0	Q921G9	-	-	-
A6NJB7	Q3V037	B0BN19	F1MZ98	E2R8A5
Q8WWZ7	P58196	Q62997	Q5GF34	F1PU63
Q03403	A0A2I3BPW9	A0A0U1RS33	O97790	F1PU73
Q14908	Q920U0	P98158	Q2TA38	E2RBK8
Q6ZR62	Q06348	F1LXC7	-	-
Q9H598	Q8BVQ3	D3Z8B0	Q2KJA4	E2RF28
Q7RTV5	Q8K2W9	G3V6Q2	-	-
Q9NW71	Q8C9S4	D3ZNH2	F1MHW1	E2R6B2
Q9NPB8	Q91WR6	F1M0H0	F1MYZ3	E2QUP6
P48304	O35453	Q6P7P5	E1BPC1	E2RBL7
Q9BW04	Q3TYX8	Q63075	E1BBR7	E2RQU5
P84550	Q3UNX5	P20781	P02459	E2R081
Q8N371	P56480	P0C0S7	E1B8I6	F1Q2M1
Q6P5S2	E9Q557	Q5BJP0	A6QLT0	J9NYS3
Q8N8Z6	P97794	A0A0H2UHL3	F1MN92	E2R0J2
Q4LDG9	O08810	P17988	Q58DQ5	F1Q2U2
Q6P5S7	Q9BCZ3	F1LQT1	F1MZR9	F1Q361
P18465	Q9D8Y1	P33568	G3N1N3	E2RCQ5
P47211	Q9QXF8	F1MAM6	E1B6Y2	J9P7Q9
Q96L33	Q99J27	A0A0G2JZE1	F1N194	J9P779
Q96HX3	Q8K3W0	A0A0G2JXU5	F1MBU4	E2R7J0
P47901	Q9D0K0	Q6AZ60	Q3SZI5	E2RHS5
O95944	O89013	Q3SWS9	F1MBU6	E2R7K5
P63169	Q8VCM8	-	-	-
Q8IV56	A0A0R4J1V0	Q5M9G3	F1MSZ6	F1Q028
Q8IUC1	Q8R0Z5	G3V729	Q28153	F1Q407
Q8NDW4	F8VPX2	Q9Z214	F1N083	J9P385
Q8WXF7	Q8BT60	G3V6V8	E1B9R3	F1PGL0
A0A0S2Z3P2	P97822	Q5FWY5	F1N1R0	F1PEX8
Q9BX68	Q8CDL9	A0A0G2K639	Q5E9G1	F1PMG5
Q5SRE7	Q8BTW9	Q9JKB8	Q3ZCA2	F1PCB7
Q9GZU0	O88559	-	-	-
Q9NZ48	Q9CU98	Q3B8N8	G1K1P7	F1P8W3
Q8TBF5	P58771	F1LMV3	P17248	F1PB85
P57771	Q9D3V5	Q8CGS4	Q2T9M4	J9PAP4
Q8N111	Q6ZPI0	D3ZAW6	P82915	E2RPD3
Q9HCG1	Q9JII1	D3ZG90	F1MXN8	Q0Q0E4
Q712V1	Q61151	Q63768	Q3SZ43	F1PRG7
P12271	Q69ZK0	Q5XIH7	B9UM28	F6XTD9
Q9ULH4	Q8C7V8	D4A107	Q2YDI5	F1PXE8
O75204	Q9DAM3	Q5I0E7	G3MY06	J9NTI1
A0A0S2Z4I0	Q63871	Q5XIT1	E1BIN5	E2R4K5
A6NIV6	Q7TND4	-	-	-
Q8WUR7	Q61909	Q6DGF5	F1MY93	E2QT97
Q8N7Q3	Q9D7Y9	F1LNE5	A5PJT2	E2RAF8
P33032	A0A0R4J1R1	G3V725	F1MP41	F1PL95
B4DPD5	Q8BK03	P62494	Q29RK9	F1PVM6
Q05901	Q69ZQ2	Q6IE07	F6QDV4	J9P5H0
Q9P0S2	Q99PR8	D3ZRN2	F1ME15	E2R7U0
P21462	Q8BQV2	M0R501	A5JS75	F1PLV3
P57730	Q9D2Y9	-	-	-
Q5XLA6	Q8VDU1	F1LU70	E1B7H3	F1Q1A2
Q8TD91	P0CG50	Q8CJD3	Q08DE9	E2RHJ7
Q6ZP65	P35762	Q9EQH1	G3X7S0	E2RJ33
Q8NCH0	Q8VC66	P51886	E1B7G2	E2QWV9
P01242	P50153	G3V8R2	F1MHE4	E2REH7
O14944	Q8VDQ9	-	-	-
Q14327	Q9JIE6	G3V972	F1MXZ9	E2QZR2
Q9NS98	Q8BW74	Q4QQR7	F1MMD0	E2RM53
Q6ZUH1	Q9D2N4	D3ZAR4	F1N3G0	F1P9A1
Q5TYM5	Q91V95	A0A0G2KB42	F1N0Y6	F1PGK8
Q49AR2	Q9D8X5	B2RYN8	Q3SYX3	F1PXK3
Q86WW8	Q80WQ8	D3ZVD0	Q2KIC6	E2R4I6
P51161	Q9WTP9	D3ZA78	Q08DY5	E2R3L1
Q96P66	Q8VCA5	Q63433	G3X752	F1PUM6
Q7Z3D4	Q8R1C3	-	-	-
P01286	O35392	F1LML2	F1MES3	F1PYG1
Q3SY52	Q9Z2B3	Q6P775	E1BJY4	F1PHP2
Q9NVA4	Q61550	Q2MHH0	G3MWR8	H9GWD0
C9J442	Q9R001	Q68G41	E1B8N8	E2RF25
P19957	Q9JK97	Q5M8C6	F1MWR0	J9P5M2
Q6P4D5	Q8BHC1	D4A3I5	E1BJY7	J9P787
O76062	Q9QZ84	Q6AYI4	E1BIR3	E2QWQ6
P09131	Q6NZL1	Q9QZ86	F1MII9	F6XLH5
Q8N4E4	Q8CH36	-	-	-
Q6UXA7	Q91XG5	F1M1D2	F1MWQ1	E2R4Y0
Q96M29	Q91XL3	G3V7A6	E1BNR1	E2R9J5
Q96JF0	Q9DB50	M0R947	Q0P5F6	E2RS61
Q6UWW9	Q8BPS4	Q5XHX6	F1MQ65	E2RQB9
Q6P4F1	Q6PGH1	Q6P6V0	F1N7M2	-
A0A0S2Z4U3	Q3TNA1	F1M9Q8	E1BFP8	F1PPR9
Q86Y04	Q8BMD5	P55926	-	-
Q06055	Q0VD84	Q5XII6	A0JNL5	E2QV06
Q16515	Q62293	Q5U2V5	A2VDL4	F1PDX1
Q5TF58	Q3UHX2	Q9JIR1	E1BM10	F1PJL2
Q9Y5P0	Q61826	D4A5I9	Q24K01	F1PLD6
Q4VX76	Q8BIJ6	M0R7K1	Q0VD05	E2RSA6
Q4KMZ1	Q8BG16	A0A0G2K6Z7	F1N4T1	E2QWT6
Q9HAT1	E9Q7Q0	D3ZVG1	Q3ZCK2	E2RA52
Q68DG8	Q9D1C9	Q9Z1I0	A0JNI5	F1PLF6
Q9H0R5	Q3V0B4	Q5XIE8	Q08DM6	F1Q4J6
Q9Y4M8	Q9D1X9	Q9JHU6	E1BFR1	F1PHI1
Q6ZS81	P04202	F1M0X6	Q3SZF7	J9NY87
Q6UXU4	Q9D6W7	-	-	-
Q969S0	E9PXQ7	P34158	Q07537	E2QWJ3
P40198	Q91X72	P68035	F1N4K7	E2QVM9
Q02747	A2ACQ1	G3V627	Q3ZCF2	E2RAX4
Q9BVA6	Q91Y86	Q4G055	-	-
Q9Y303	Q3U9N9	Q63630	E1BC48	E2RS35
Q9GZV3	Q4G0F8	D4ACX5	A0A140T892	-
O60840	Q6NXK2	Q5RKG1	F1MZU5	J9P7N4
Q68DX9	Q9EST4	D3ZJR6	A6QLB0	J9NXR5
P25940	P62881	Q641Z2	E1B7S0	F1Q482
Q86SQ6	Q8BZ47	Q5XIQ8	A5D7C5	E2RLM4
Q86UD5	Q9D517	-	-	-
Q5XLT4	Q8VD04	-	-	-
Q5I0X4	F6VDQ9	Q5M8A7	E1BII2	J9NRL8
Q8N4W9	Q9D7X1	Q1EHB3	E1BPU5	F1P6V1
P68399	Q8BGT1	M0R740	Q3B7M5	J9P6K0
Q96H71	Q8VC16	M0R8Z5	-	-
Q6ZUA9	Q61847	D3ZXF4	P01272	F6V2Q3
Q08629	Q61606	A0A0G2K4B0	A6QNL5	E2RQB2
Q9H095	Q9R0Q4	D4ADP4	F1MQ09	F6XE95
Q6W6M6	Q9JHN8	B2RYB8	A2VDM5	F1PDW0
B2R7W4	O70250	Q8K4Y7	F1MU53	J9NYV0
Q5VYS4	Q8CGB9	A0A096MK18	F1MFF7	E2R3P6
Q58F21	A0A0R4J1J6	Q792H5	G3N1V6	J9P321
Q8N4W5	Q8JZX9	D4A9E3	A4FV55	J9NW54
Q99865	B2RUG9	G3V8S9	E1BMD0	E2RIG3
P56750	Q8CIS0	D4AAE9	E1BHI1	F1PGC3
O95500	Q8R311	B2GV34	G3N163	F1PCI6
Q7Z2D9	P46664	A0A0G2JVM7	A5D9H4	E2RSR7
Q9HDC8	Q8C0D4	-	-	-
Q8NHS4	P28229	Q62772	F6QHN4	E2RFN3
Q86YW7	Q9CQT9	A0A0G2K8X0	Q7PCJ8	F1PC56
Q6YFQ2	O35912	Q63737	A6QLD4	E2RQ48
P35070	Q499E4	-	-	-
Q8IV53	O35657	D3ZGR6	Q75V95	E2RC42
B4DDF7	Q9R062	P02683	Q9GMA3	E2RS10
Q9Y4X3	A0A0R4J0J5	F1M076	F1MX67	J9NSW6
H3BS19	Q62159	Q9WTR8	Q3SX22	Q863T4
Q6IAI7	E9PZ36	F1M3B2	F1MM34	E2QUE2
Q9NPG8	Q91Y04	-	-	-
Q96HQ0	O35874	D3ZA32	E1BH85	F1P640
Q6ZNP1	Q9Z1F9	D3ZKV8	F2Z4E9	E2RRM5
O75508	F8VQH0	A0A0G2JZB1	Q2KJE0	E2R5T3
Q567R6	Q8QZR3	D3ZCF7	F1MWM0	E2R4Q0
Q9BXJ4	Q9D1H0	A0A0G2JV19	F1MXG0	F1Q144
O95859	Q9JIH2	Q9JLJ3	E1BMN0	E2RL04
Q3SYF9	Q61142	Q5EB92	F1MN74	E2R7S1
Q7RTX0	Q62018	F1LPF2	Q0VCY4	E2RF36
Q7RTX1	Q9DBR3	D3ZTH7	F1MRL4	F1P956
H3BR10	Q8BVW0	P19328	A4Z945	E2RBS1
Q6JVE5	P12960	P20236	A7E350	F1PV09
Q6LEU9	Q62559	Q7TP77	-	-
A2RUQ5	Q3U1G4	G3V8M5	A1L567	E2RKW8
P20472	A0A1W2P7Q6	Q3SWT7	A6QLE5	Q9ZZ64
Q8N6F1	Q9R244	-	-	-
P32298	Q2VPQ9	D4A1T9	F1MHA2	E2RCJ5
Q96RD6	Q9D2W5	Q5XIA2	O18870	J9NWL9
Q96SV5	Q9QZM8	O35263	F1MUN1	F1PRL5
Q9NSD5	Q3UI68	-	-	-
Q9HCT0	Q9JIW9	A0A0G2KB50	E1BJW1	F1PNL3
Q9H8H3	Q9D880	D4A7U2	A7MB25	F1PBS8
Q8IVL0	P48026	F1LPJ5	E1BMG9	E2R7Q0
Q15391	Q9CWR2	F1M1R9	G5E536	J9NX28
Q6PK56	Q3TJZ6	D3ZX71	F1MTK4	F1PDQ7
Q9BXX2	Q8BHN9	Q6AXY7	F1MZC3	F1PRM8
Q3ZCT1	Q6ZWY7	P15257	E1B8S1	E2RDL5
Q9NZN1	Q3TMT3	M0RA73	G3MWW9	E2RIS0
Q9NY57	Q9CWU6	E9PTN4	Q0MVC9	F6XM14
Q95HN7	O70333	D3ZIV9	P22457	F1PKE9
Q9Y2B2	Q920U1	Q5J2D6	Q17R10	E2RC29
F6VUV4	A2AKD7	D4AAX1	Q0VCU9	J9P3I3
Q9BY31	Q8C0E5	Q4V899	F1N7K7	F1PPQ1
P04437	P47757	D3ZI87	C1JGV6	E2RGZ0
P58876	Q99M04	D3ZF99	-	-
Q9UBA6	Q00623	-	-	-
Q86WA9	Q9R1B9	D3ZRL3	P00974	F1Q132
Q6ZNG9	Q99N57	Q53E76	E1B9A2	P68280
Q13946	Q9D7I8	-	-	-
Q96PS8	E9QQ10	Q5M848	F6RAG5	E2R106
Q9P1Z0	Q33DR3	B1H267	G3X6P1	J9P4L2
O43310	Q9CPR4	D3ZER1	F1MPE9	E2RH97
Q3LI76	Q9CR59	P97846	Q58CZ2	E2QYN9
Q5TC79	B1AUF1	Q64240	G1K208	F1PYL5
F8W8Y7	O88874	Q5I0L4	A7MB62	F1P892
A0AV02	Q9CQH7	A0A0G2JTN5	F1N6W9	F1PSN1
Q9UIS4	Q6P9L1	-	-	-
Q6N022	A2AJA9	F1LSC3	A4FUF0	F1PV77
P05113	Q6RT24	G3V6Q6	A4FUC8	F1PZQ4
Q92942	E9QP44	P02091	A0A140T828	J9PBL0
Q8TE49	A2A8W8	Q4V7B4	A8E660	J9NXJ6
Q2TSB7	G5E897	-	-	-
Q8N8J6	Q9EQ61	-	-	-
Q765P7	P52187	F7FA48	Q0VC14	-
Q86YI8	Q62384	G3V987	Q3MHF2	J9P7I1
Q9NYZ1	Q60790	D4A671	Q0VCI2	E2R083
Q8N0U6	Q6GTI0	Q9JI66	F1MNA6	E2RGD6
Q6R2W3	Q3USB7	F1LZ77	E1BEB8	F1PU49
O15229	Q810S1	Q66HR9	F1MII5	F1PUE0
Q09470	Q6NXL6	P62268	F1MC63	E2R9J8
Q96DT0	Q8BMT9	F1LYZ8	A6QLT4	F1PDW9
B2RUY7	P11031	P27653	E1BCS4	E2QXW8
Q674X7	Q8R349	D3ZKU3	Q29RM5	E2RSX3
Q7RTU1	Q8BYZ8	D3ZTV6	P18246	F1P712
Q8NFR3	Q8CGP5	Q6AY04	E1BEB4	F1P6D2
Q15784	Q8VEH2	G3V702	E1BKV5	Q5TJE8
A0A0S2Z5D3	Q6P566	-	-	-
P22674	Q9D845	P39950	F1MQE8	J9P0S8
Q2TB20	Q3TGF2	-	-	-
Q6DHZ2	A0A0R4J1D6	F1LQ81	P82708	A0A0B4J196
Q8N5U0	Q8CA71	B4F7C2	F1ML02	E2R8D6
A6NNY8	P70387	-	-	-
Q9BZI1	Q9DBL2	Q9WU49	F1N0Z3	F1PHF0
P05111	O88271	Q6AY23	F1MAV6	F1PJ34
Q9Y4D2	Q8CGP6	M0R5N4	E1BLZ8	F1PGW1
Q8N9F8	Q7TSQ1	D3ZAC0	F1MZ24	P60058
Q5JX71	E9Q5Z6	A0A0G2K0J8	F1MFB4	F1PGH6
P01906	Q91WU0	A0A0G2K3V7	F1N3K8	J9JHQ6
Q9UNG2	Q3URY0	F1LQ79	F6RBQ9	F1PG10
Q86WC6	B1AS29	Q9QXN1	E1BPA4	J9P6P8
P54793	Q921K9	-	-	-
