O15116	Q99J45	F1LTB8	A4FUE0	J9P8M7
Q8TCD6	P61407	D3ZN51	F1MDJ6	J9NXY1
Q8N4M1	Q05BQ1	D3ZET1	F1MWW3	F1PHU8
Q5M8T2	P09242	Q7TMC7	F1MUQ4	E2R0P5
Q9NUP7	Q99NB3	D3ZRW5	F1MJY3	E2RHJ6
Q86UN2	Q9Z2A5	D4A562	A6QR68	-
P01859	Q3U8C4	D4A148	E1BME0	F1PQV0
O15499	Q6PE92	Q6IRG7	F1MYW8	J9P834
Q8NEV9	Q9NWG9	F1M3J4	E1BM52	F1P6K6
Q86SP6	Q6BCL1	Q6XUX2	A7E2Z2	F1PLP6
Q9NTN3	Q7TT36	Q9EPG9	F1MMK1	J9NXT2
O60844	Q80WS3	O70240	F1N4A4	F6XSI0
Q96L96	Q9D3D0	G3V950	F1MB32	A9JPX7
Q86WI5	A0A0R4J0S1	G3V7B1	F1N633	F1PI19
P09919	Q3U5H1	F7EPF5	E1B7L8	F6XZ53
A2RRC9	Q7TSK3	O35849	A0JNB6	E2R8L9
Q8NI28	Q9D9J2	-	-	-
P02810	Q3UM23	Q9QYW5	Q32KR9	J9PA06
Q8WXG8	P35576	A0A0G2K2K7	-	-
Q5EBL2	P31648	Q62764	E1BF83	E2RDF0
O60535	A0A0R4J0P7	-	-	-
Q96LA6	Q0PHV7	P97832	A5D7I8	E2R5E9
P18065	F6VYM1	A0A0G2K302	A8E641	E2QXX4
Q9H5W7	A0A0R4J122	Q4KLL5	E1BLF7	J9P6T3
Q17R31	Q99LN9	D3ZTW8	Q8WMP9	E2QX64
Q0VAC0	E9QNZ9	D3ZEI2	P04975	F1P8W8
Q96EY9	Q9CXE2	Q5U209	Q1RMX7	J9P6R1
Q8N7G1	A0A1B0GSK9	A0A0G2KAD4	E1BM28	E2RL97
Q9BX93	Q8BJU9	O88407	E1BE24	F1PTR6
Q9BSR4	P15626	A1A5S3	Q08DG0	E2R3T1
Q15928	Q9ER64	D3ZA25	F1MII3	E2RTG4
Q8TF61	P56183	Q6AXU1	E1BAW2	J9P779
P0DJ93	P97801	D4A7S3	Q32KV4	J9NZB8
Q9ULD9	Q9EQ31	Q9WVB1	A2VDW3	F1Q4K1
Q96SK3	Q8BUE7	-	-	-
Q8TE01	Q8BLD6	D4ACM8	A6QPM6	E2QWG6
Q8N660	Q8K4K2	F1LNB2	E1BKH1	J9NSU0
Q96GB0	Q9Z1W4	D3ZFK8	Q3MHP8	F1Q3M4
Q86W26	Q3U435	D4A7V6	E1BAN3	F1P887
Q9BVM4	Q99JW7	D3ZM22	F1MGA9	F1PXM3
Q8IZ08	Q8BZ00	D3Z9I2	E1BCN4	E2R9I6
Q29960	Q8VHV1	D3ZLU5	A6QQY6	F1PWB7
A2IDD5	Q3UIK0	-	-	-
Q9Y6R1	A0A0R4J0D4	-	-	-
Q8TF63	Q8C963	A0A0G2K4B0	F1MBG3	F1PJH5
O95415	G3UWC3	A0A0G2JVI3	A5D789	F6Y3U7
Q5TCH4	A8Y5E1	D3ZJU9	F1MZ81	F6US19
O95178	P49718	A0A0G2JST6	F1MWF2	E2R8A7
Q6LBI8	Q3U0L2	Q9Z250	F1N090	A0FI88
Q02817	Q9R0N6	-	-	-
Q32MQ0	Q9R045	Q5RJN3	F1MYX2	F1PM44
Q8N779	Q9Z2D7	G3V771	O46522	E2RBY9
Q9NUS5	Q3USB6	Q5U2X4	Q2HJA9	F1PXM7
Q9BSK1	Q9CQP2	F1M0R6	E1BN23	J9P1Z9
A4D104	Q6PGF3	P55281	E1BC89	F1PC30
Q6ZUT9	F8VQ75	F1LVI0	F1MQ10	E2R812
Q9HBG7	Q07231	Q3B7T9	F1N1V2	J9P3Q8
Q14050	Q64150	D3ZIJ4	F1N319	H9GWA8
P23515	Q3V125	-	-	-
P84025	Q69Z37	-	-	-
Q8N2G6	Q9QUH0	-	-	-
Q9NUN5	P70255	D4A3K3	Q3SWW7	F1PRX9
P51786	A2AJ26	F1M173	F1ML57	-
P22792	Q8CDG1	F7FN89	A6QQ25	F6UYK7
Q9HCQ7	Q8CII8	B5DF86	Q9XS50	E2R1B7
Q6ZMJ2	Q9JIA7	F7F1Y3	Q17QI3	E2QTG5
Q9NXH8	Q6DR99	D3ZC96	Q27975	E2REX2
Q86T23	D3YWB3	D3ZYU4	G3X7P1	F1PP62
Q9NRC3	Q9D8B7	A0A096MJE6	G5E5F8	J9NY70
Q9H7L2	G3UVV6	Q7M0E3	F1MV68	F1PP53
A0A0S2Z3K0	Q9JLC6	Q923K1	Q2KHU9	E2RB95
Q99989	Q8K4D7	Q505J6	F1MN30	F1PNU3
Q7Z6K4	Q9EPR2	G3V6I4	F1N2U8	Q8HYB7
Q9UL51	Q8BTG6	D3ZBW4	G5E6R0	E2R1I9
Q9UHE8	Q9WVB3	Q5PQM4	A6QPI1	E2R8D0
Q07326	Q61835	P23593	Q6RUW3	E2RJS7
Q6ZVL6	Q9D240	-	-	-
P22352	Q80ZD8	Q63258	A2VDP7	E2QXZ7
O60756	O08755	Q562C0	G5E5D0	J9P8K9
Q96FQ7	Q9CPT4	P23693	A7YY45	F6XH70
Q8TBK9	Q9WUZ5	Q5PQM6	E1BNT5	E2RSC6
B3KMQ7	Q9QY14	P62168	F1MU99	E2RFC5
O75093	P22724	Q6AZ05	A5PJQ2	J9NUC0
E9PAL0	Q9WTY4	A0A0G2JSV5	F1MWF8	F1PS11
Q92583	Q8K4X7	D3ZA21	A7MB04	F1PLN4
A0A0S2Z6F4	P97751	F1LWN5	-	-
P49223	Q8BGX1	F1LMG7	Q2KIF2	F1PF56
Q6ZP16	A2RSS2	D3ZJ28	A5PK42	J9NWM3
P40394	Q80TE0	Q924Y4	Q0P5D3	E2QT06
Q53HV2	Q7TME2	Q6AYT5	F1N586	P60058
O78189	D3Z623	P22086	E1BPY6	F1PDC4
Q14533	D3YVJ1	D3ZN48	E1B8L3	F6V8Q4
Q6ZRF8	A0A0R4J001	D3ZQ55	F1MW04	F1PZ96
Q9NS40	Q8BTG3	P21932	F1MCH3	E2RH65
Q9NUM4	P52430	D4A7L4	E1BMM2	E2RMV9
Q5VZP5	P09174	D3ZYK4	-	-
C9JLW8	P32211	Q6AXS2	E1BPX4	E2R5G5
Q9UJ37	Q9D8B6	Q6PEC5	Q7YS80	F1Q1C6
Q9WJR5	Q5RKZ7	D3ZFP7	F1MXS6	F1PMT3
Q9NQG1	Q99MI6	-	-	-
Q8IYY4	Q9D5K4	Q9JKC9	E1BHF4	J9NZE5
Q9UBD6	Q8BMD2	-	-	-
Q8N387	Q8CGJ5	Q5FWU3	-	-
Q9Y663	F6WCT1	-	-	-
Q8IZY2	Q9D3X5	Q8K1M5	Q0VC54	F6V6H9
Q9NQV8	P63268	B4F7E7	F1MKI5	E2RD63
Q96F93	Q8C0I1	Q924W2	E1BEG8	F6UTN0
Q96NX9	Q2WG77	B2RYM9	F1MCK3	J9NVY4
Q5JPH6	Q924X6	Q6DGG9	Q1RMV0	E2RMS4
Q6P656	Q9CQC2	Q6GMM8	Q3T0U3	F1PER0
Q9MY34	Q8BYG9	A0A0H2UHE9	Q2TA00	E2RHN0
O60902	Q80Y83	A0A0G2K5G6	Q32KM6	-
Q2TB90	P08680	Q05140	G3N146	J9P4S7
P08F94	Q80Z71	Q62826	Q0VC03	F1PHD0
Q6IBE0	O35912	A0A0H2UHP7	F1MV28	F6XXC7
Q7RTX9	G3UZ30	Q566C5	A6QQ80	J9P623
Q5VZ03	Q9QY15	Q3MHT4	F1MWU9	E2R5X6
Q56UN5	P70388	F1M0R2	F1N4C5	F1PVP2
Q2NL67	Q2KN98	Q5U3Z0	G3X7D3	F1P8C9
P25092	O09105	P35570	-	-
Q8TAV0	O70152	-	-	-
Q9Y5L2	Q8K4F0	P28473	P07470	E2QW31
G8JLG8	Q3U897	F1MAM2	F1MRQ7	J9NT22
Q8NFU7	A2AU34	D3ZMD3	C1JZ66	J9PA94
Q8N5B7	Q80VF8	A0A096MJG3	G3N2G3	F6X9L9
Q6ZS82	Q9DCT8	B2GUU0	Q9TTJ5	E2R7B1
Q9UJ99	Q3TY92	P33671	F1N1I9	F1PD80
Q6IMI6	Q91VN0	G3V8X6	F1MBQ4	E2QYS7
Q96JE7	E9Q9F6	Q62627	F1MNV8	E2RJH3
Q8TEQ0	O08530	D3ZKI3	G3MYT6	E2RSE8
P12034	Q8BJ90	F1LPM8	G3MZ22	F1PLM0
B4DP54	E9QN98	Q5BK63	Q1RMH5	F1PBC7
Q96HJ5	Q6A044	Q5XIK1	P07516	E2RCJ4
Q9Y5N5	Q3TKF8	-	-	-
Q4JDK3	Q80VR3	B2RYT4	P13605	E2QXA0
O75417	Q60662	Q5PQQ1	F1N0T8	F1PPS5
Q96KW9	P11588	D3ZFG5	Q5EAC7	E2RA01
Q9BZK3	Q9D668	D3ZTK9	E1B7E1	E2R846
Q96MD2	Q148W8	E9PT74	F1MFA0	J9P2Y7
Q5T5N4	Q9R112	F1M281	Q05204	J9P8V6
Q7Z7J7	Q07174	D4ABC7	Q08DT8	J9P3Y8
Q8IUS5	Q922R5	O35878	Q5E9A6	E2QZT1
Q09428	Q9JJE1	D4ABB3	Q5E9F2	E2RS60
Q86XJ5	Q766D5	-	-	-
Q6ZN66	Q6P5G6	Q9WTP0	F1MG23	E2RBE9
Q8TAX5	Q9R1Q6	P15943	F1MWM8	E2RJL8
Q32NB8	Q80W47	G3V7I6	F1MML3	F1Q040
Q4AE62	A2AMM0	F1LYK6	Q3SZ46	E2RSW2
Q19AV6	Q66LM6	F7FLN8	Q3MHG0	F1PTH2
Q9HBG4	A0A0R4J0K8	G3V6N8	E1BB34	-
Q6ZTR5	Q8R4S0	Q5U315	E1BFX5	E2QYE9
B2RCI8	Q8CDI2	Q7M6Y9	F1MP15	F1PJK0
Q8N682	Q8K4Q8	Q6AZ54	G3MY11	F1PSM2
Q5JT25	O88853	-	-	-
Q6IEE8	Q9JKE2	Q6PCU0	A3KN30	E2RH12
P21506	Q3UX37	Q68FY4	A0JNI4	E2RIY9
B2R9Y1	Q8BZL8	B1WBV0	A5PJI8	E2RFF6
Q6FHH6	G3X9F1	B0BNB9	F1MDA9	E2R503
Q9Y2K3	Q99LJ0	D4A2F2	F1MQG3	E2RCC0
Q5JXX5	Q6A0D4	-	-	-
Q9BUB4	Q8CFC7	A0A0G2JY26	F1MKN3	F1Q0G5
Q86YE8	Q9QZI8	F1LUF8	F6QEL8	E2RA29
Q0VAA2	Q8VD62	D3ZEH2	E1B9U1	F1PGQ9
B7ZBB8	Q9QZ82	D3ZHV1	Q5E9H9	E2R0N5
Q63HQ2	Q8VHI7	P63249	Q0P572	J9NXW0
Q12912	Q80YV3	A0A0G2K2M1	A0A140T858	F1PS09
Q8N532	Q6TAW2	D4A917	E1BD75	E2R9B6
Q96RI0	Q8R346	Q9ERV8	F1N4J3	J9PBK3
Q6NXS1	Q7TPN5	G3V725	P46626	J9PAG1
Q7Z591	Q8K182	D4A5T7	A7MB97	E2RL80
Q5H8C1	Q7TNF9	-	-	-
Q12918	Q9EQG5	B2GV08	F1N474	E2RHK1
Q2M3G0	Q3V1L5	Q6P6V8	F1MGY9	F1PNG6
P13765	Q9WV52	-	-	-
Q16553	Q9R1Q9	Q9EQL9	E1B710	J9P3L7
Q96CK0	Q8CEF3	D3ZQ21	F1MX57	E2RF76
P21452	B1AS29	F1MA97	Q32P60	J9P4M4
Q8ND07	Q9CQH0	D3ZZR4	A0JN95	J9NWF6
Q15485	P59481	D3ZVU4	Q2TBJ0	E2R9U9
P52746	P02535	P16636	G3MZZ0	F1PDX3
Q8WWF8	Q8C129	D3ZTY5	-	-
O00748	Q8C879	D4ADQ7	-	-
Q9H841	A2ATY4	D4A228	E1BBZ1	E2QSA1
Q49AH0	Q8BTY1	A0A0G2K4W6	F1MUQ3	E2RGF0
A0A0S2Z4M0	Q8BLY3	D3ZKF3	E1BKH8	F1P9H7
Q9UNA0	Q8K2Y0	B2RZ26	F1MFG6	F1P8X0
O95473	Q8VIM5	M0R7X5	F1N0G2	F1PGA8
Q96BU1	P01634	F1M4R7	O46469	E2RJF5
Q96DU3	P20443	D3ZZY7	P25930	J9P2G7
Q9UC06	Q8VCA5	Q99MA2	Q29RR0	F1PXW2
Q9H317	Q99NF8	Q5FVQ2	G3N2P1	E2QXI5
Q96KJ9	Q924D0	F1LQX2	F1MVZ3	F1PDR8
Q8TAA1	Q9D404	A0A0G2JU85	F1MDF8	J9NRG9
Q8WWV6	A0A1B0GR87	Q6MG88	F1MXT1	F6X9E9
Q5HY98	Q9D411	E9PSM5	F1MIF0	F1PUF1
Q92982	E9QAH2	Q2Q0I9	Q08E11	E2R1Q4
Q9GZT5	Q7TPD2	D3ZVQ9	A6QR31	F6XUI5
Q6J4K2	Q9JJ11	M0RDE8	F1MNI8	E2QZR1
Q9NPC2	Q8BK84	P58428	E1BCN1	E2RJB6
P0C5Z0	Q2MH31	Q8R522	F1MVS9	J9P3A8
Q8NCK7	Q8CC12	B5DFA0	A6H7E5	E2RTH4
B2RDP6	Q8BRC6	P0C7N0	A5D7L4	F1PCS8
Q6NVH9	P60761	O54697	F1MF73	F6USA6
Q969X2	P01904	-	-	-
Q5SXH7	P20612	M0RE13	E1BB92	E2QT48
Q496A3	A2AR50	F1LZL3	F1MIH1	F6V6J5
Q14568	Q9QY48	F1M478	G5E5Q7	F1PIX8
O60469	Q61474	G3V8D3	E1BGC3	F1PGV3
B7ZLF8	Q9WTK8	Q501L3	E1B7N9	E2R757
Q6UE05	D3YVF0	P11662	Q1RMR7	F1PJV6
Q6UXT8	Q8BVF7	A0A0G2K3C3	-	-
Q86X24	Q8K0L0	Q7TP72	E1BIH9	E2RDF1
O95050	Q69ZB3	-	-	-
Q52M93	Q8VDI9	F1LVA5	Q0VCH8	E2RIV7
Q7Z7L9	Q99N36	D3ZPP3	E1B7H3	E2R4I1
O15394	P86547	D3ZIB0	F1MEA4	H9GW78
Q96RT6	Q6DI86	A0A0G2JX31	F1N2Q4	E2RPL1
P10072	Q8BYR8	Q5M893	F1N000	F1PIY5
O94900	Q9D7F7	D4AB25	G3MX78	F1Q381
A8MWY0	Q80VM8	O88846	Q2T9U1	E2RLN4
Q96T59	O35658	Q566R4	F1MCF1	E2RR55
Q8NDZ0	Q9D1S3	-	-	-
Q6UW02	Q3UHI4	O54822	F1MQ97	F1PQ91
Q8N9B8	Q5PRF0	F1LP53	A6QNX8	F1PDY2
A5PLK7	Q7TQE1	D3ZC92	Q3T130	E2QUV7
P11086	O88834	G3V9J2	F1MX66	E2RM30
E5RG02	Q31135	-	-	-
Q8TAG5	Q8BLA8	O08984	F1MC10	F1Q0T9
O75462	H3BLF8	M0R5Y9	E1BAM1	E2RF18
Q96MS3	Q9Z0Y1	D4A7I8	A6QQD4	E2RM59
Q8NGN1	Q6ZQJ5	M0R6Q0	E1BDR3	F1PXQ2
Q9NRP2	Q9JJR9	Q9JI85	E1BJM6	F1PWQ2
Q8IXN7	P01635	G3V710	F1MUP3	E2QSL9
Q5VTT5	Q9Z0S2	M0R4V4	F1N4Q7	J9NWY6
P50583	Q3UN02	Q5PPI0	Q8SPU8	E2RL29
Q9Y6C7	V9GX74	D3ZP58	Q0VCB5	J9NTM4
Q8N8Q8	Q6PE54	D3ZUB7	Q3ZCI8	E2QUP4
Q8N609	G5E845	A0A0G2JYX0	F1MHR3	E2RPX1
Q96HJ3	Q80SU7	M0RCP6	E1BG52	E2R6A2
Q9NPI7	Q80ZQ5	D3ZWA1	G3N1X3	-
P00480	Q9D112	A0A0G2JSI5	F1MF18	F1Q453
Q96DP5	Q9CZX8	M0RCA6	A6H707	F6V735
P14902	Q9Z0S5	P62804	F1MCQ1	F1PB63
E9PIW9	Q570Y9	A0A0G2JWS6	G3N351	E2RKG5
Q6ZUM4	Q3UQA7	P97678	A7E2Z6	E2RE41
Q8NEB7	G5E8P2	P60881	Q3B7N6	F1P930
Q9ULE4	Q91XD4	Q8CGU9	Q32KU7	E2RLJ1
Q92527	Q9Z0F0	D3ZDR7	E1BKL5	J9P1T9
Q8NAA4	Q8BWP5	Q6AXP1	F1MTS0	F1PIX1
P43652	Q9ESG8	-	-	-
Q6ZN44	P28078	P28470	F1MZ24	F1PW92
Q6NSL9	P54285	G3V7T4	A6QLV3	F1Q3R2
Q8WW55	P70206	D4AC95	E1BIM7	E2RQR5
Q8TDV5	Q810P8	D3ZRG8	F1MXZ4	E2R7X8
P09093	Q8R4B8	Q66HC6	Q2T9V0	E2RDV3
Q8IYS8	Q8K154	E9PU21	G3N1E6	J9NS36
Q9BUX1	C0LLJ0	D3ZSE3	F1MU41	E2QZK3
E9PB15	Q52KG4	D4A3S1	E1BFX7	E2R5K5
Q9BVW6	Q8BUW2	B0BMZ6	Q2KI83	F1PAD5
Q7Z3Q1	Q9DCL2	D4A1Z1	Q1JQB6	J9P0S8
F8VUJ3	Q91VH6	B1H228	Q0VC75	J9P4G7
Q32Q52	Q8BG18	-	-	-
P01579	Q811S7	D3ZZN3	G3MYW0	J9NYG3
Q8NCQ7	Q8BLG0	B5DEI0	Q0VC84	F1PTB4
Q3ZCQ3	Q7TQF1	F1M4H5	A5PKJ3	J9P663
Q96LT4	Q8VHQ1	M0RAB3	A0JND4	J9NWC4
Q50LG9	Q8CAS9	Q5EB62	E1BKA5	E2QX00
Q75KN0	Q8C669	Q5HZE0	F1N3R7	E2R581
A6NJB7	Q3TZS3	D4A1X9	F1MXW8	F6Y470
Q8WWZ7	G3X8T7	D3ZS24	F1MLL3	F6XBW7
Q03403	Q61818	D3ZWJ9	F1MCK5	E2REV8
Q14908	Q8K0C9	D4AB75	F1MJR6	-
Q6ZR62	P59281	P47728	Q95M77	E2RAM9
Q9H598	Q8C2S0	G3V8N1	A6QLU8	F1PDC9
Q7RTV5	Q6P1Y8	D3KR63	F1MRE2	E2R1A6
Q9NW71	Q5HZG9	D4A9N8	G3N088	E2RC49
Q9NPB8	Q8CGF6	F1M863	G3N2A9	F1PT90
P48304	Q8VCH7	P61354	E1BPU3	J9NZ20
Q9BW04	P17564	Q63068	Q08DV0	F1PRN2
P84550	Q62010	D3ZJD8	G3N1H4	J9NU65
Q8N371	Q8R2R3	A0A0G2JYJ7	E1BMN2	E2QZK8
Q6P5S2	Q9Z0T9	E9PU17	J9JH85	F1PBB3
Q8N8Z6	Q9D2C9	Q4V7D6	F1MCI9	Q0ZAQ8
Q4LDG9	Q9CPZ1	Q62662	Q17QR0	F1PC09
Q6P5S7	P10287	D3ZN19	F1N441	E2R5T8
P18465	Q61037	F1M495	Q05B71	E2QVU8
P47211	O35317	D3ZE16	A4FV51	F6V893
Q96L33	Q91VN7	D3ZGN6	B7TCI5	J9NUW3
Q96HX3	O08791	A0A0G2KB27	G3N278	E2QU89
P47901	Q9D9D3	D3ZE93	Q2KI19	E2RND7
O95944	Q07456	Q9ESS6	P63217	E2RPF1
P63169	Q8CE46	D3ZGJ0	E1B838	J9NRW4
Q8IV56	P58929	Q5BK54	G5E5S9	F1PZN4
Q8IUC1	Q8CIA9	D3ZJ93	A7MB90	F6X9H7
Q8NDW4	Q9D9I4	D3ZXI3	G3N2W8	F6XBN9
Q8WXF7	Q765H6	A6P320	E1B997	F1PSG8
A0A0S2Z3P2	Q9QY39	A0A0G2K4P4	F1MHB9	E2RSA2
Q9BX68	Q8C5M4	-	-	-
Q5SRE7	Q63811	Q6AYU3	E1BKF9	E2RRK4
Q9GZU0	A0A0B4J1F9	D3ZII1	F1MZ88	E2R7I6
Q9NZ48	P51682	-	-	-
Q8TBF5	Q8BQ86	D3ZGM0	E1BD15	E2R5K3
P57771	Q9JKD9	G3V6X2	E1BD76	J9JHX2
Q8N111	Q6PCZ4	-	-	-
Q9HCG1	Q8VCH9	Q6GX83	F1MJ28	J9P5U7
Q712V1	P97430	B1WBS1	Q08DR7	F1PR99
P12271	Q99N18	D4A7Y4	E1B972	J9P5Y7
Q9ULH4	P35283	Q6AY06	Q05B45	J9NYZ1
O75204	O88572	F1M276	E1BN13	E2R550
A0A0S2Z4I0	B2RQC2	D3ZDE4	G3MWL9	E2R7A0
A6NIV6	Q8BJ64	D3ZER8	Q2KIK3	F6XLF9
Q8WUR7	P01882	F7FL53	F1MII2	F1PQR0
Q8N7Q3	Q8VCW2	B1WC69	Q2T9M4	E2RSK8
P33032	Q64436	P02683	P04695	J9P3C3
B4DPD5	Q5EBG8	-	-	-
Q05901	Q3TLP5	A0A0G2K0I4	F1MJI0	H9GWC9
Q9P0S2	A2ADY9	Q6MG22	Q58DI2	F1PIR8
P21462	Q3TCX3	Q66HG3	F1MBX3	J9P0Z3
P57730	Q62230	P63182	F1MQ26	E2R045
Q5XLA6	P54846	B4F7C9	P30404	E2RIS7
P57764	E9Q2I3	M0R8J3	F1MSD7	F1PMG7
Q8TD91	Q91Y21	-	-	-
Q6ZP65	Q9QZU5	Q5RJQ0	Q0VC20	F1P778
Q8NCH0	F6UC55	D3ZVN7	F1MBU9	E2RL61
P01242	Q91WM6	A0A0G2K684	Q3ZBE9	F1PQ26
O14944	A0A0R4J0U3	Q6IE55	E1BFY1	E2R5C7
Q14327	Q7TNI2	D4A900	E1BIM0	J9P2U3
Q9NS98	B9EJV3	B5DF08	E1B8L0	E2R9B8
Q6ZUH1	O54885	Q99PW1	G5E5R9	F1P8G2
Q5TYM5	Q8C6I2	P36972	M0QVZ4	F1PGH5
Q49AR2	Q91YU7	Q5U2V2	-	-
Q86WW8	Q8BGR6	D3ZVW3	F1N747	F1PAF9
P51161	Q9CXY1	G3V9B8	Q2KI78	F1Q224
Q96P66	A0A0G2JF13	Q8CFC9	F1N136	J9NW23
Q7Z3D4	Q8C4V1	Q3B7V0	E1BD83	F6XU88
P01286	Q8BVZ1	D3ZMK6	F1MBS7	E2R0W8
Q3SY52	Q60751	P81718	F1MHX5	F1PFZ9
Q9NVA4	Q8BYR1	P16446	E1BCN3	E2RDW8
C9J442	Q9CW46	G3V923	F1MNT0	F1Q4D3
P19957	Q4ZJM9	O54902	M0QW35	F1PLL4
Q6P4D5	A0A087WPY4	D4A831	F1MM16	E2QWZ1
O76062	Q9R226	Q6AYU4	E1BC48	E2RL49
P09131	Q8VE43	P41413	E1BF12	E2RCC6
Q8N4E4	P0C192	D4A676	F1ME95	E2RS10
Q6UXA7	P63040	A0A140UHX2	A6QQR7	E2QXL7
Q96M29	Q9JL21	A0A0G2JWR1	E1BMS3	E2RA54
Q96JF0	Q9D119	P36407	P80746	J9NRK3
Q6UWW9	Q3TG86	-	-	-
Q6P4F1	Q9ERB5	D3ZQD3	F1MMS9	J9P583
A0A0S2Z4U3	Q01098	Q6IFW8	F1MWZ1	F1PIT4
Q86Y04	I6L967	F1LWH7	A4IF73	E2RQF8
Q06055	Q61144	F1M7M1	G3N1V8	E2RDU0
Q16515	Q3TMV7	D3ZMF7	E1B8G6	E2RAA0
Q5TF58	A2AM37	-	-	-
Q9Y5P0	Q04891	D4A107	E1BP97	E2RRX4
Q4VX76	E9QNR5	-	-	-
Q4KMZ1	P20489	F1M4T8	Q2KJ54	E2RFA1
Q9HAT1	Q9D291	G3V8M6	F1N4Z8	E2RMV6
Q68DG8	Q9D4J3	Q63246	E1B9S7	F1PNN8
Q9H0R5	Q8CHH1	M0R9C6	Q08DK7	F1PKF8
Q9Y4M8	Q8BVZ5	A0A0G2K3P2	Q0VD49	E2RBK6
Q6ZS81	Q8BH59	D3Z8X7	F1MSF3	F1PFU5
Q6UXU4	P23188	-	-	-
Q969S0	Q9D2V8	D4ACU2	-	-
P40198	Q8BHJ9	Q5PQT0	G3N063	F1PJ98
Q02747	Q8VE85	-	-	-
Q9BVA6	Q99LJ5	A0A0G2K8N3	F1MW97	F1PTF9
Q9Y303	Q9EQX4	P70587	F1MYP9	E2QST0
Q9GZV3	Q61088	F1LR72	G3N2A1	E2RLB5
O60840	Q9JKK8	D4AAE6	E1B955	J9JHV1
Q68DX9	Q9WUB4	P12392	F1MD97	E2REP8
P25940	D3Z757	F1M7W5	Q9BDR7	J9NW22
Q86SQ6	P21956	F1M8Z6	Q08DA0	E2QVI6
Q86UD5	Q3V460	D3ZI62	-	-
Q5XLT4	D6REH1	A0A0G2JVP5	G3MXD1	J9P6B0
Q5I0X4	Q9D3V5	A0A0G2K4C0	E1B796	E2RF07
Q8N4W9	Q9Z1T5	D3ZF82	E1BQ09	F1PKP6
P68399	Q62148	D4A5F3	E1BGL9	F6XS00
Q96H71	Q9CQT5	P70616	F1MZQ4	J9P360
Q6ZUA9	Q3TYX8	Q501W4	F1N1V7	F1Q0U5
Q8WWT9	Q8BRB7	A0A0G2K7G5	F1MD33	Q2Q423
Q08629	E9PX95	M0R5V4	F1MNI3	J9P651
Q9H095	Q3URE6	Q5U2X2	F1MX08	J9NYS5
Q6W6M6	Q499E4	Q5FVL4	-	-
B2R7W4	Q9CXV1	A0A0G2K4Z6	G3MYM9	F1P8A1
Q5VYS4	P97288	M0R4R9	E1BF45	J9NYD8
Q58F21	A0A286YDD7	D4A2G6	P42028	Q864F3
Q8N4W5	Q9DBG1	D4AAF0	E1BFW3	E2RFY7
Q99865	Q3UHX9	A0A0G2JVS9	E1BG78	E2RDL1
P56750	Q9JKU8	F1LXB8	Q0P5H7	E2RBG3
O95500	O35310	A0A0A0MY22	F1MHQ4	F6XJQ4
Q7Z2D9	Q8BXJ2	D3ZJN4	F1MWJ0	E2RAE0
Q9HDC8	Q80VC9	-	-	-
Q8NHS4	Q8C5R2	B2RZ57	-	-
Q86YW7	Q9DCI9	A0A0G2K7V6	Q08E50	E2RMF6
O95876	Q61093	-	-	-
Q6YFQ2	Q9D6H2	D3ZIE3	G3X748	E2QUE0
P35070	Q6PGF2	Q4V893	E1BCZ3	F1P814
Q8IV53	Q9JLB0	D3ZLM5	F1N1Z3	E2RLU9
B4DDF7	Q8R572	A0A0G2JX61	A2VE98	E2RDZ3
Q9Y4X3	Q3UI45	D3ZQ63	F1MD70	E2RF67
H3BS19	Q9CUX1	Q5XIE7	F1MPH3	E2QXX5
Q6IAI7	Q60854	-	-	-
Q9NPG8	E9Q9D5	F1M2P6	Q3SZ07	J9PBA0
Q96HQ0	Q8CIJ3	A0A0G2JUK6	F1MKX8	E2R7E8
Q6ZNP1	Q3TFZ4	Q99MC6	E1BBV6	J9NSH5
O75508	Q6PDY2	D3ZPP9	Q32PB3	-
Q567R6	Q61224	Q8VIB2	F1MUE0	F1P642
Q9BXJ4	D3Z1D3	G3V9L6	F1MLR5	E2QZ15
O95859	Q91XQ0	-	-	-
Q3SYF9	Q8BVM4	P55161	Q95123	F1PJE4
Q7RTX0	Q91ZG2	M0R971	F1MAU5	J9P8T6
Q7RTX1	Q91Y15	Q63187	F1MM49	E2R1U3
H3BR10	Q9DBB8	Q03061	F1MZ08	E2RDR9
Q6JVE5	A2AEP2	Q29RW1	A1XC24	F1PSR8
Q6LEU9	Q60675	M0RBE5	Q17QP4	F1PX85
A2RUQ5	Q9CZC8	D3ZFY8	A6QLI1	E2RMD7
P20472	Q8BWU5	A0A0G2K4P1	Q58D56	J9NU15
Q8N6F1	P63216	P59645	E1BE45	E2QS61
Q8TAN2	Q80WQ4	-	-	-
P32298	Q8R151	Q6AY69	-	-
Q96RD6	Q9DBL9	D4A9U1	A5PJX7	F6Y7X5
Q96SV5	Q08EJ0	O88269	E1BE91	F1PA64
Q9NSD5	Q8BMF6	A0A0G2K9A7	E1BMA8	F1PYT8
Q9HCT0	Q99NE5	D3Z8N0	A6QLY3	E2RJA5
Q9H8H3	Q9CPV2	Q09326	P02715	E2RKM9
Q8IVL0	Q99MR3	D3ZQH9	A6QR52	E2RJ93
Q15391	Q8CFB4	Q9R044	-	-
