O15116	P10598	Q91XL4	F1MRE1	E2R4V5
Q6PJE2	Q9JKY7	D4A7D4	G8BLB4	F1PZJ6
Q8NAX2	Q8BWD8	G3V914	-	-
Q8WXD0	Q3TAP4	F1LR53	F1MXC7	E2RM39
Q8IU89	P24788	F1M6J5	Q29S19	J9NV09
B2R8Z8	Q9CQZ7	Q5HZE2	G3X749	E2RQQ0
Q86TT2	Q62255	Q00960	Q5EAC4	J9P8D7
Q96LB2	Q9D2N0	Q505J9	C5NU11	J9P8W6
Q59EM9	P17564	-	-	-
Q9Y421	P13745	Q5M954	Q2TBK5	J9P8D4
Q5U4P2	Q8BZF2	Q62764	A6QLA9	F1PB90
A6NIR3	Q8C243	F1M7F5	A0JNQ7	L7N0I6
P46091	Q50H33	D3ZTZ1	F1MUB9	F1PDJ2
Q96TE0	G1K381	D3ZHG7	F1MRL3	F1PRI1
P34981	P50153	O35543	F1MT13	J9NXE4
Q9UBT3	Q68FN3	Q5XIB8	F1MEW4	J9NXZ3
Q6GZ88	Q8K201	F1LTH9	E1BC37	E2R8B6
P58549	E9QKK1	F1M601	Q1JQ99	F1PPL2
Q8WX94	Q91Y82	F1LRH8	F1MHX4	E2R8Q9
P05305	Q61625	A0A0G2K7L6	Q3SZ16	J9NX92
A0A0S2Z5I3	E9Q5I3	B2GV71	E1BNK4	J9P1K9
Q9BQT9	Q9WU03	G3V9U2	F1MTK4	E2RT59
Q8IZV5	P58334	Q704S8	Q29RL6	E2RF22
Q16083	Q6GTZ3	A0A0G2JUQ6	F1MDN9	F1PT38
P59826	P04345	P84060	Q32LF0	F1PBM7
Q9UMF0	P11942	-	-	-
Q9NVL1	O08762	B0BN94	F1MEU4	E2R1H7
P31997	Q9R087	Q5BK97	A5D784	F1PRN3
Q13103	Q8R5B6	D3ZXR7	Q3SZT9	J9P570
Q96I30	Q60759	G3V909	F1MPX8	F1PTU4
Q6IN51	Q14BA6	P19492	E1B9S9	J9P9K3
P51580	Q8BGW0	Q99JC6	E1B7Q7	E2RSE8
A4D1B5	Q3TCN2	-	-	-
O15403	Q8BFR2	Q6IRH4	A2VDQ9	F1PS70
Q9Y5Y5	Q9D154	Q4QQS3	F2Z4J1	E2R0E6
A2RUR9	Q5NCH9	Q0VGK3	E1BIB9	E2RAC5
A0M8Q9	P58321	D3Z9L2	F1MZ13	F1PW03
Q13822	Q60809	Q5XID6	F1N0F9	F1PH86
A8K900	Q8BGH2	Q4V7E8	F1MPQ0	E2RL79
Q96RW7	Q99KV1	G3V7Q0	Q5EAE6	F6V544
Q9H611	Q8VHQ9	D3Z939	A6QLS7	F1PM51
A6NK53	Q9CWX2	D4A471	A5PJR4	E2QUQ1
Q9Y2P0	A0A1L1SQL8	D3ZTE1	Q148E7	J9P8T3
Q9BZJ8	P34960	O35412	Q3SZ55	E2RBY4
Q8N1N5	Q99JW5	D3Z8T0	P79331	E2QWQ8
Q96Q04	Q8BK73	Q5XI96	E1BPZ7	F1PL95
Q96HH4	Q3V3I5	D4AAF0	-	-
Q9P1T7	A0A0N4SW31	E9PTP3	F1MLC4	J9P5I3
Q8NG95	Q8BLG2	Q63203	P21450	E2RL25
Q15782	Q3U129	F1M0F6	E1BPU9	E2R113
Q9NUI1	Q71FD7	-	-	-
H0Y8D1	P20334	Q80ZF7	A4FUB3	E2RSP9
Q8N319	A0A1L1SSC7	O55081	F1MLX4	F1Q0P7
Q2TAC6	Q925I7	D4A270	A5D7S4	F6XMJ9
Q9BQI9	Q8JZL2	Q8VHI8	G3N0Q1	E2R4R8
Q9UFQ0	Q8BIX3	Q494T4	F1MN41	E2RFX6
Q7Z3D6	Q5BLK4	Q6AY33	A5PKI3	F1PDK1
A6NHX0	Q9WTS2	Q01205	A6QQD2	F1PCF3
Q04743	O35074	E9PTZ1	E1B6X9	E2QYB7
Q9UK13	Q8BWH0	Q5PQN2	A2VDR0	E2R7B1
Q8IV16	Q9D318	-	-	-
O43915	Q91Y11	Q711G3	F1MNV2	F1P9P9
Q5BKX6	G3UYX5	Q4V8B1	F1MI41	E2RTC9
O95452	E9PWH2	A0A0G2JWX9	F1MFP7	J9PA94
Q9Y225	Q9JKE5	D4A9Q0	Q3SYX9	E2R7K8
A2RUS2	P18406	D4ABN2	F1MFG9	F6V4E0
Q7Z2Y5	Q9R016	B2GUZ6	E1BFQ7	F1Q2C6
Q96JA3	Q8BYI6	A0A0G2JSW1	F1N772	E2RDB0
Q8WWH4	P30677	F1LUZ4	F1MLT6	E2R0V1
Q8N5Q5	Q8C6Z1	P10759	A4IFN6	F1PG21
Q95604	Q80Y39	F1LMC9	E1BNS9	-
Q6UXH8	Q8CFG4	P24623	F1MWR6	E2R972
Q9BXI9	Q99JG3	-	-	-
Q7Z628	P32442	P97590	E1B8J5	E2RI20
Q96GX2	B2RW88	D3ZP88	F1N389	J9NTS8
Q8NEG7	Q9Z2M7	Q6IMY6	F1MEV2	F1PEK2
Q8N1C3	A2A825	B0BMY1	A5PKG6	F1PF07
E9PLD3	Q04859	Q5FVP2	E1BPP5	J9P3W4
B3KT93	Z4YKJ7	-	-	-
P11168	Q8R001	A0A0G2JZ04	A1A4K4	F1Q448
Q9UHL0	Q9ERS6	Q6AYB5	E1BM66	J9P4M2
P53794	Q8BJM3	D3Z9K2	E1B7T7	F1PU74
Q9H7T3	Q9EQQ3	D3ZS59	Q3ZC78	E2R5M2
Q5VTM2	Q9ERV7	-	-	-
Q96MC4	Q8CGE5	F1LMM5	G1K1V1	F1P8U2
Q4ZG72	Q9D0L4	-	-	-
Q96KN4	Q61735	Q5XFX8	F1MPW3	E2R4N4
O94772	Q3TX51	Q5BIV7	E1BEB4	E2R3L4
Q86VZ5	E9Q512	P24155	-	-
Q9NRG7	P09803	D3ZUL2	G5E5Y1	E2RJ02
Q9C0D0	Q9D6V8	A0A0G2JW29	E1B7N1	E2RE10
O60522	Q9JHS9	F1LXV0	F1MBU9	G1K265
P35346	E9QL10	Q5XIX4	A6QPE3	E2REL3
Q63HK3	Q9JHG2	Q6AXU3	F1MBJ2	-
Q14CN4	P45448	D3ZX48	Q5EA00	E2R9K8
A0A0S2Z5Z9	Q9JI95	P56223	F1N7K9	F1PA90
O15037	A2T4N6	P10634	E1BMG2	F1PA91
O00570	P16381	-	-	-
P23610	Q8BZB2	P23693	F1MNI6	F1PTN4
Q5JTB6	Q8BGI4	F1M0Z1	A5PKH0	F1PZY5
Q6ZNJ8	Q6PGN1	D4A7H9	E1B860	F1P7T6
P56597	Q8BH58	D4AAK2	F1MM04	L7N0G9
Q96IM9	F6RG10	A0A1W2Q6M9	P40682	E2RJF9
Q8NFP4	O70200	-	-	-
Q8NG68	Q9CVI2	G3V9D5	Q3MHI2	E2QZ78
Q2T9L4	Q61897	Q3SWT7	-	-
O95388	Q8BGK5	Q6AYK9	Q2TBR7	E2RBV4
Q92546	Q9CWU4	D4A6D7	Q95111	-
Q8NGW1	Q80W71	P63138	Q2TBI8	F1PUG1
Q86XM6	A2ASM7	O70215	A5PJF9	F6UV19
B4DGR3	Q6A044	P10758	A1A4P3	J9P1Z9
P45381	Q8BXJ9	G3V6Z7	A7E309	J9P265
Q8IXH6	Q8K192	F1M9Q2	E1BAP3	J9NT69
Q8TCW7	Q920U0	-	-	-
Q7Z442	A0A1L1SU72	-	-	-
Q9H376	E9PYA3	F1LNN2	E1BB20	F1PMB3
Q96GL3	O88947	D3ZLU0	Q08DW8	E2RQX6
Q03591	G3UWI0	Q9JI61	G3N0V6	F1PCH1
Q15735	E9PYK0	D3ZCS1	Q1JQA8	E2RG38
P41586	Q8CHB9	O55005	Q3SZB8	F1PF18
P25189	Q91WT4	Q6P6G5	F1N188	P13206
O94810	D3Z4Z0	D3ZW78	F1MV58	J9NY11
P56915	Z4YJL0	D3ZYY0	E1BLD5	F1PYM3
Q8WU39	Q8BUN1	D4A425	Q1RMN5	J9NRR8
Q9HCJ1	Q9DBK0	A0A0G2JUZ4	Q2KJ39	F1PJW5
Q6PYX1	Q8C3B8	G3V675	E1BKC0	E2RBG2
Q6GPH4	P84228	B2RZ70	A8KC64	F1PB84
A4FU49	Q8QZY3	R9PY01	Q3ZBH5	J9NT12
Q6P671	G3UYS1	Q7TP11	E1BDF2	F1PA32
Q9BRQ3	Q14B02	Q64268	F1N3Y8	J9NSI2
Q9H772	P01735	F1LXW4	F1MV06	Q5XXR2
Q08AL9	Q8R4V1	D3ZAA8	F1MP86	E2R0Q4
Q9UG22	O70326	Q6P6S4	E1BMK3	E2RFB6
Q8N4L4	Q50L41	Q09137	Q32KM7	F1PCC4
Q6UWI4	Q62178	A0A0G2JY76	F1MZC3	E2R7A5
Q969S6	Q80U57	Q6AXU7	E1BMZ2	E2QXN8
H0YAA0	Q9Z309	M0R469	F1MX03	F1P6B5
Q86XT4	Q9D9W6	A0A0G2K102	G5E5C0	E2RHI0
Q5TBC7	Q8CJC5	Q6AYA7	Q58CS8	E2R0Q8
O75473	Q8BMP6	P35400	F1MIQ7	E2R0T0
Q9Y231	Q9CZI7	B4F784	F1N6C2	F6X511
Q9NYT0	F7BGR7	F1LN69	P07501	J9NYZ8
Q9UDX3	Q32M02	D4A1C0	F1MPV2	E2RP79
Q8IV31	O88895	Q5XIR1	E1BNL7	F1PXY8
Q6ZVD7	Q7TNU7	F1M529	F1MYK4	J9NY86
Q0IIM8	Q8VF37	F1MAS7	E1BFC4	J9P284
Q7Z4T8	Q9WTR5	P04797	F1MFL0	E2QX83
Q6I9S2	F8VPQ1	G3V8V0	A5D783	E2QXY4
Q9UBP8	P50405	A2VCV7	A6QQA2	J9P1J1
Q9H205	Q8BYK8	D3ZTN5	M0QVY7	J9P8M6
Q7Z7K0	Q3V0I8	P56741	E1BN39	J9P0U9
Q01718	Q5F4T0	Q6B4M5	Q8SPX7	F1PG04
Q5TYW2	B7U582	Q6X782	Q0VCJ0	F6XNC1
Q9BXI3	Q99NE9	D4A171	E1BM65	F6Y375
Q6UXT9	Q99246	D4A7S9	F1MED8	E2QTD8
A1L443	P06346	F1LVS9	Q1KZG1	F1PWB1
Q86UC2	Q8BXH2	D4A1F2	F1MH25	J9P7H8
P30481	O35615	P12760	E1BFE5	J9NWY6
A0A0S2Z615	P55095	P28471	F1MZS9	E2RRR6
Q9NPC7	Q9D0D3	-	-	-
Q99705	B8QI36	O88600	F1N471	F1Q3P2
Q9UBD0	Q99MU1	F1M171	E1BPQ2	E2RM16
A0A0B4J220	Q6P9Q3	D4A444	F1N730	F1PP66
Q70Z44	Q9CR04	B2RZ89	F1MXY1	F1PEG7
A8MYJ7	Q9D2Z6	G3V8Y8	A5D7E2	F1PNJ8
Q7Z307	Q09M02	A0A0G2KAZ2	Q32L54	J9P0Y2
B3KXG1	A0A0G2JG11	D4A4M0	G3X7E9	F1PCA7
Q9UNZ5	Q69ZT9	M0R6X5	F1N648	F1PQL6
Q16877	Q9CQP0	D3ZU50	Q3Y5Z3	J9P888
Q3YBA8	Q8VC90	P31399	E1BBN5	J9NUW7
P43007	A2ALW2	F1M0D2	P82916	E2QWH3
Q6TDP4	F7D7A9	Q9QYV8	F1N5E0	J9NYS5
Q8N274	Q06194	M0R4G0	F1MQA8	F1PQB7
Q15431	Q3UHZ7	M0RDW5	E1BHM4	E2RAK7
O95424	Q505B7	Q924V1	G3MZ09	F1PAM8
Q92823	Q8BM88	Q63374	E1B882	F6UYR7
F4ZW66	Q8CIG8	M0RDZ7	F1MCY5	E2QUU7
Q8WWP7	Q99P47	-	-	-
Q13113	Q9QY42	D4A729	G3X798	E2R8R1
Q96QZ0	Q3TH47	B3DM92	C1JZ66	E2QUY2
Q96DR5	Q8CEC4	D4A188	Q2HJF2	E2RIR3
Q499Z4	O55237	P23565	E1BCV6	E2RFX2
Q7Z4G2	Q8BSM5	-	-	-
A0A0S2Z4D7	Q80YS5	A0A0G2KBB4	F1MCB7	E2RBG1
Q8TDR3	Q8BYZ8	M0R7F3	E1BAA0	F1PLY9
A9CP04	Q91VH1	Q91ZW6	G5E5T1	E2RLX1
Q6IAN1	E9PUX1	Q62786	A7YWH3	F1P9Q0
O15427	Q32KI9	M0R4J7	F1MM31	E2RJ25
Q969V1	G5E905	Q66H72	Q9TQZ3	E2QUD7
A8K979	A0A286YDY9	Q5RKH8	-	-
P09848	Q80U78	Q6P686	D9ZDD9	E2R818
Q68DY1	O35536	D3Z8F1	F1MC68	F1PGM7
P04808	P06537	-	-	-
Q9Y5F7	Q9ESH4	G3V8U1	E1BI54	E2R1N6
Q5T4H9	G3X9G7	D4A196	A6QNN0	J9NU28
Q6YI46	A0A1D5RLL5	A0A0G2JVW6	E1BMP3	F1PG87
O15480	Q3UMF9	D4A2C1	F1MBE1	F1Q1B7
Q9ULC0	Q9D3G9	P01581	A7MBE0	E2R243
O75600	A0A0R4J0L5	A0A0G2K8Q8	F1MGT3	F1PN23
Q9BYE9	P37913	F1LZH3	Q1JQA6	F1P774
Q8TD46	A0A0R4J045	D3ZA82	Q6QTG9	F1PMP0
P84089	Q8BVG5	P60901	F6RRS7	E2R293
Q7Z388	Q8R3A2	P0C5H6	G3N3L0	J9NXN1
Q9NUN7	Q8BH83	Q5I0K3	Q17QV5	E2QRR1
Q6P3W2	Q05117	Q5BJN9	A4IFI9	J9P2B7
Q7L553	Q80Y20	Q4QQU6	-	-
Q01668	Q3B807	A0A0G2K1A1	A7E331	F6PN11
Q12908	Q9WUQ7	F1LTM7	Q2TBP3	F1PYM1
B2RXH8	Q6DFV7	Q9Z0R8	E1BLE5	E2RRX0
Q6BCY4	P08882	P43144	F1N143	-
Q8TDX5	G3X9N5	B2RZ51	F1MZ74	F1P9J8
Q9H7P6	Q7TNT2	A0A0H2UHY0	E1BP22	E2RLX6
Q7L1H2	F6UC55	A0A0G2K960	Q5E9A7	F1PS25
P07202	Q4KML4	Q6IUP3	A4FUH3	E2RPP1
Q96K75	Q8BX46	Q62925	A5D7J9	E2RD88
Q59E89	Q6ZPY2	Q9JJ76	F1N3U5	E2R8V6
Q6IPX3	A2AAE1	P36370	Q32KZ8	E2RJV4
Q9Y651	Q6ZQF0	D3ZVM7	F1N2C7	E2RBI4
B4DGN8	Q9CZH7	D3ZRN4	F1MSN2	J9NUC0
Q9BQ51	Q5U464	-	-	-
Q9NS28	Q9CQE1	Q6MG64	F1MH57	Q5R1P3
Q5VIY5	Q9ER99	-	-	-
Q8N109	Q9CX99	F1M150	Q1JQA5	J9NTQ6
Q9H669	Q80YW0	P37089	A7MAZ7	F1P9K7
P56856	P49290	P07687	A3KMY2	E2RHG1
Q9H707	A0A0R4J122	Q62739	F1MF66	J9P736
Q8IYD9	F8VQM5	D3Z9E5	-	-
A2RU49	Q6PEM6	Q923S8	F1N4Y7	F6UQ63
Q8N9V2	P62806	A0A096MK39	E1B843	J9P6T1
Q9UKJ0	Q9DB32	Q5RKH7	-	-
Q6ZRT6	F6ZFP8	P55159	E1BAT0	J9PA01
Q8N8G6	Q9CZ69	A0A0G2JXR2	F1MSJ7	F1P976
Q13795	Q8BMK5	-	-	-
Q8IWG5	Q922G2	Q4KLK8	-	-
Q8WVL7	P56371	Q6IG04	F1MTH0	J9NVU7
Q86Z14	Q91VN0	B2RZ37	O02659	F1PCE4
A0A0S2Z4F2	Q5SPX1	G3V691	A6QPQ9	F1PL06
O95237	Q80YV4	D3ZZW2	F1MGF7	F1Q2Q6
Q9HA77	Q8BRU6	O70351	A6QPV4	E2RB85
Q6P9A1	P97812	Q925F0	Q0VCZ2	E2R499
Q8N3F0	Q52KB6	D3ZWZ1	Q0VCR4	J9NZG8
O95867	P25446	D4A2D5	G3X6U2	F1PM34
Q9XRX5	P70380	-	-	-
P63164	Q9CR13	M0R629	F1MD71	J9NTU5
Q9NYP3	E9QLB2	F7EWS7	E1BEH8	E2RM31
Q9Y5G4	Q9JL25	D4A9G5	Q32KU9	E2R471
Q96LW1	A2A8R0	D3ZIT4	Q3MHH2	Q1W2J9
P49238	E9Q7P2	Q5PQW5	F1N2Y2	F1PF95
O95049	P49442	D4A4Y4	Q3T0Q4	E2RH62
Q9BXH1	P17141	G3V9T1	Q95M77	E2R3Z9
Q8WX98	A2ARU5	Q9QX74	A4FUI1	F1PMG0
Q8NEY0	A0A0R4J066	Q4KM92	P41985	F1PJI1
Q9HCB6	Q8BH97	B5DFG5	F1MJV0	F1PET6
Q7L9D0	Q9JKD9	Q4PJT6	G3N3B9	E2RAX4
Q68D51	E9Q8U7	B2RYU0	Q0VC35	E2QVP7
Q5TAP6	E9QJU7	D3ZZW1	E1BNL6	E2QZ39
Q15847	Q3KNY0	D3ZBA3	P08220	F1PE94
A6NIM6	Q3US59	M0RC38	E1BHE0	E2RN67
O00631	Q04592	Q5FVL0	Q2KIY1	J9NZW7
Q6P602	O35874	Q14TE9	E1B870	F1PME7
Q10981	Q91V95	Q99PW5	Q1LZE8	F1PIV0
O75638	Q9ESG2	F1LSV2	Q32KX7	E2RE13
P58401	Q9JJG6	P23944	E1BM50	F1PMS5
H3BPM6	Q8K439	D4A767	F1MLF8	F1PYK4
Q9Y2S6	Q9D114	M0RBN6	-	-
Q14117	F8VPV3	F1LWT1	Q08DM6	F1PNL2
Q7Z769	Q6ZWY9	G3V6B5	E1BJD3	F1PKC8
Q8IX82	Q61354	D3ZAV8	Q24K14	F1P9T5
Q92563	Q5BN45	Q91ZT1	E1B838	E2QX02
O75346	Q8C0P7	Q499U6	F1N044	J9NSC4
A7E2F4	D6RGU0	D3ZIB0	Q3MHZ7	E2QSK8
P12104	Q99LQ5	-	-	-
P18464	Q3UY96	-	-	-
B3KPL7	Q05BQ1	F1M4J1	E1BEX4	F1P9B1
O60806	O08601	Q62677	Q3T0R9	F1PTH7
Q8NE22	Q9D304	-	-	-
Q9NSA2	Q3TFC0	D3ZAW2	E1B7L0	E2RRY3
Q9NZI2	Q922I0	-	-	-
Q9NXB9	Q8JZX5	A0A096MJ89	F1MNQ7	E2RJJ7
Q9BS75	Q5GAM9	-	-	-
Q8NA82	Q9Z2C6	D3ZQX1	F1MSP4	J9NT48
Q9ULI0	E9QLR3	-	-	-
Q9UPR6	P56942	Q6MGA6	Q3ZBI6	J9P685
Q8TDY8	D3YXI6	A0A0G2K8V6	O46639	E2R7G5
Q13686	P14719	D4A895	F1MPW5	E2R082
Q13069	Q6UJY2	D3ZIN1	G3N3U0	F1PTW2
Q6UXZ3	Q91YI6	-	-	-
Q9H6P5	P27931	R9PXU1	E1BDU2	F1PW85
Q99645	Q9CZ49	-	-	-
Q9UIL4	Q8BHJ6	Q8VID1	G3N1E6	F1PM32
P47893	Q9ESF1	Q80WK7	G5E5L9	F1PSG3
A8K4G0	Q62241	G3V778	-	-
Q8NE00	Q8BK71	A0A0G2K9B0	F1MCX8	E2RM87
Q8WW36	Q3TRM8	-	-	-
A2A288	Q9JHG1	P63003	Q3ZC26	E2QX27
Q5TGY1	Q8CHK2	-	-	-
Q9NS84	Q8BGN2	-	-	-
Q6V1P9	Q9D0N8	-	-	-
A0A024R0L9	P70259	-	-	-
Q9BV19	Q99N50	-	-	-
A8MT65	P54923	Q496Z8	A0A140T834	F1PJC8
Q9BXP8	O88909	A0A0G2JXI7	E1BI58	F1PGH9
Q8NEA5	P60904	D3ZR96	E1B960	E2QXV9
P0C2L3	Q8K595	D3ZT68	F1N2W4	E2R587
A0S2M1	Q8VE08	Q5RKL4	Q1RMT5	E2RL08
Q9BXD5	Q3U3Z4	D3Z9U2	A5D7A4	F1PHA8
Q13068	P11714	Q6MG59	F1MFE1	E2RLD6
A6NLC5	Q8BUL5	M0RB26	G3N311	J9NXC1
Q6UWN5	P09470	Q9QWG5	F1MML8	J9NVR2
Q8IZK4	P63082	B2RYM5	F1MKI8	E2R8G9
Q96AQ7	Q9ESC7	A0A0G2JSY3	Q08DJ4	E2QSP0
B2R4D8	A0A0R4J1L4	G3V9G5	E1BJC6	E2R516
Q96RN1	P57774	M0R4K4	Q2HJ63	E2RNZ1
Q6WRX3	Q8K158	D4A3N4	F1N3R7	F1PR12
Q9Y614	Q923B0	-	-	-
Q9ULC8	Q61967	P97677	A6QLE5	E2RS93
B2RNN3	Q7TSF9	D3ZN28	Q5EA04	F1Q248
Q9Y5X0	B2RQE8	G3V9B1	G3N0U9	J9NRG9
P62262	Q8BG16	Q66HB3	Q3SZT1	F1PQ97
Q9ULT0	Q8C6M1	D4ADD4	Q5EA90	E2RF61
Q9Y5H5	Q76LL6	G3V862	A6QLE1	F1PSC7
Q9NRX6	Q91V57	D3ZCI9	E1BDX9	J9NVF9
Q9Y3S2	Q3UK10	A0A0A0MXZ8	Q0II22	J9P023
Q52WX2	Q80W39	-	-	-
M0R2C6	Q9WTV6	D4A811	E1BNC4	E2R811
P24557	Q3UK37	-	-	-
O60235	Q3TZM9	Q45R42	F1MBH5	E2RCG7
Q7Z2Z1	Q924H2	D3ZDS3	A5D7M0	J9P7W6
Q86XS5	Q3UMT1	A0A0G2JXB5	-	-
Q4LE58	Q8BI72	B5DFG8	F6Q3P6	F1PHQ0
P51582	G5E8C0	Q66H16	F1MGI7	J9NS35
Q8N184	Q9WVH6	D3ZVD1	-	-
Q8IY49	Q5EBG8	-	-	-
Q7Z4W8	Q9Z2B5	Q561K4	E1BE73	F1PS56
Q9NPV4	Q8CB27	M0R3T6	P21752	F6XUF9
Q9P0G3	Q9QWV1	-	-	-
M0QYT0	A0A0R4J1K3	M0RD26	F1N1T1	F1PD17
A8K4B4	Q91VF2	D4A7G5	Q3MHN2	J9NYT5
Q02094	Q5F2A4	Q4KM98	F1MUT4	E2RAF9
Q8NC01	Q3UP38	O35049	Q9XSW5	F1P790
Q9BXY4	Q8BSU2	B0BN30	E1BAB4	E2RBX5
P63150	Q9ES56	B2RZ31	F1MLA9	J9P3S7
Q6GPI1	Q8CIG3	P97678	F1MPX2	E2RR37
Q2KHR2	Q63ZW6	G3V7H3	G3X7L3	E2RL72
Q8N9W8	Q3TH73	D3ZTK0	E1BHS2	E2RIR5
Q8N0W3	P49718	D3ZTK9	E1BMJ0	E2R7H7
P49961	Q6PFD6	F1M963	F1ME62	F6V5Z8
Q9H8M1	P70191	P56603	P62998	J9NVD7
Q9UMX3	Q9JJE7	D4AC95	Q32LC3	E2RAL5
Q5T2D3	O54737	B2GV00	A6H776	E2RQD8
Q75LP0	E9Q357	O35433	Q2KJE1	E2RGZ4
P49683	Q80TA6	O35162	F1MFN4	F6Y6V7
P50120	P98064	D4A8C4	-	-
P27469	P54754	G3V9V1	P11541	E2R5V3
P14207	Q80V81	Q63475	Q3MHN7	F1PMI5
Q15761	P28828	Q6AXN6	A6QPA2	F1PT97
P04090	Q8K274	Q91XU7	E1BJI4	E2RG99
P57738	Q9D727	E9PU71	E1BAG5	E2R613
Q8TBR7	Q8BTR5	Q66H46	Q2YDD4	F1PC23
Q9H4G1	Q9JI90	Q68FW8	A0A140T8B1	-
O95045	Q3UFY7	M0R8U1	F1MSW9	E2REY7
I6L996	Q9Z2H5	Q3T1H2	F1ML12	J9NV88
Q96IG2	Q6VVW5	D4ADK7	E1BF83	E2RS68
Q7RTY5	E9Q0B4	Q01984	Q2KIM2	F1Q2I1
Q9UNU6	P70398	G3V6A1	-	-
Q9H6H2	Q9JIF9	A0A5D0	Q0VD59	F6ULX5
Q9BSE4	A1A549	P62628	F1MKK8	E2R4W6
Q9BYG0	Q9D0I6	Q62824	Q0VC84	F1PMJ7
Q99712	Q8R4Y8	D3ZVD4	E1B8P1	F1PPH3
P30954	Q78JE5	O08816	F1N3B4	F1Q030
Q96PP4	P10284	A0A0G2JZU6	E1BN82	E2RIR4
O60359	Q8BIH0	-	-	-
Q5ZEZ6	Q8BZL4	A0A140TAI4	Q0VC53	F1PXD7
A6NNL5	Q9QY73	F1MA42	A6QPS6	E2R057
Q8N3J3	Q9JJS7	Q4L0E9	A8E4L3	F1PJS7
Q9H7V2	A0A1B0GRC4	D4A095	F1MVP8	J9NW05
Q8NG75	E9QL79	Q62768	F6Q3F4	F1PMQ1
O60224	Q920A9	Q4V8H9	G1K1Z2	F6UTI1
P17030	Q2LKW6	D3ZTP8	Q5E9E7	E2R780
Q9UKL6	A2AU37	D3ZF92	A0A140T8A9	F1PUA2
Q9BZD2	Q3UHH8	Q5M8A7	F1MF85	F1PK17
Q8IWG1	Q5NC32	Q6PDV1	A7Z015	F1PID7
O43497	Q148W0	O89046	F1N4B6	J9JHU7
Q86V20	Q8BJU9	M0R6Q6	E1BIJ3	J9NY58
Q9UKN7	A0A0R4J130	D3ZFM7	F1N628	J9NXB8
Q504Y3	P60003	D3ZEA0	E1B8J6	J9NZC9
O76087	Q9D289	Q6YH22	F1MG59	E2QYC3
Q14003	Q04211	D3ZD71	Q0V8G2	F1PFF8
Q8N268	Q6DI86	D4A017	G8JKV9	J9P2Y7
P07358	E9QNR7	B2RYM8	F1MHV8	E2RRD8
Q96IR2	Q9D572	D3ZKX1	F1MPA7	E2RTK3
Q717R9	Q3UUE9	F7F7W7	E1BMT9	F1PUJ2
O15484	Q8BG67	Q2TSE3	E1BGK7	E2RBW1
Q96PX8	Q5XJV6	B2RZ44	Q1RMR8	E2RSK4
P0C870	Q5D0F1	Q5U206	F1MZD3	E2RM60
Q86W24	Q9JJV0	G3V9U4	F1MXI9	E2RND4
Q9UH36	D3Z6P9	P35286	Q9N0E7	J9NTY5
Q8TBB0	Q9WU84	A0A0G2JSP7	Q2HJH1	F1PM71
Q96A25	Q8R2I0	D3ZWB5	F1MKC6	-
P51164	Q8BTG6	Q5RKH3	F1MSG4	E2RL39
Q7Z606	Q9WTS4	A0A096MJS9	F1N6N2	E2RBJ4
Q9BZA7	A0A0G2JDC3	P83953	Q95123	J9NX63
Q9Y6I8	Q922B8	P63033	Q2KJ63	Q5W412
P49221	Q8R527	F1LZ77	E1BF43	E2RFA0
Q9BSW5	Q9D195	-	-	-
Q8NEQ6	P57787	-	-	-
Q86XP0	Q9DBJ3	F1M9F9	F1N790	J9P2V6
Q8TAB3	P70324	D3ZI35	-	-
Q8NDH2	Q6PKN7	-	-	-
P0DP57	Q8VII8	Q5PPL3	E1BKM9	E2RP93
Q86X53	Q8VCA5	M0RAD7	F1MC37	F1PY99
Q8TB40	Q9CZS3	Q5PQL4	Q1RMP1	F6Y0A1
P05981	Q9Z1Y9	Q5XI39	Q6L708	E2RIV8
Q9HDD0	Q8K265	F1LSP9	F1MQB5	F6X690
Q2KHT3	Q6XZL8	D4A2E9	F1MYE9	F1PNX4
A8MUK1	P97460	D3ZKU7	E1BFY1	F1PE37
V9HW53	A0A0B4J1F0	-	-	-
Q71RS6	Q3TWI9	Q5XIB1	E1BNI6	F1PJV6
P47874	E9Q9R9	M0R4L7	E1BB21	J9PAQ5
Q8NI99	E9Q2C0	F1LTT7	G3X788	J9PB14
Q8TCD6	Q9Z2R2	O08874	E1BAH1	E2R4M2
Q8N4M1	G3UXB3	O88181	F1MCD0	E2RSH1
Q5M8T2	Q9D7J4	F1LN84	E1BDB5	F1PVK3
Q9NUP7	B9EII4	-	-	-
Q86UN2	P48545	F1LSH1	Q2TBG7	E2RAK5
P01859	G5E8F4	P60892	-	-
O15499	Q61549	F1LXD6	Q2KHU8	E2QYN6
Q8NEV9	Q8BYC4	P30427	F1N058	E2RJY3
Q86SP6	P30548	Q9JIJ8	Q08DX6	F1Q1L8
Q9NTN3	A0A0X1KG67	A1L1L2	Q28105	F1P9H4
O60844	Q8K119	A0A096MJP9	Q2TBW5	F1PTB4
Q96L96	Q8BU34	F1LN42	P63212	E2RBA1
Q86WI5	Q8CI52	F1M8D4	A0JNI4	F1PD80
P09919	E9Q6I0	Q641W2	E1BDQ2	E2REE9
A2RRC9	Q6IFT4	M0R776	P20237	E2RD63
Q8NI28	Q99PS0	F1LQP5	Q05KI3	F1P8S2
