O15116	Q6IWE2	D3Z9A7	E1BAZ2	F6UP55
Q9Y6G1	Q64471	Q9JMI1	A6QP36	J9P1F2
Q8N8J7	Q9D198	D4ABC5	G5E5G8	E2RAH8
Q8TEY5	A2A5X5	-	-	-
P12821	Q99PE8	F1M280	-	-
Q9BX51	Q91YD4	D3ZLI9	F1MHT7	F1PA03
Q6ZSS3	G3UXC7	Q9R044	E1BMA6	F1P6T0
P50553	Q8R379	D3ZCW6	G3N1S0	F1PMW9
Q92521	P28047	-	-	-
P49184	O88851	P35370	E1BPV4	E2QU72
Q9NZI6	O88854	Q4KLY3	F1MPR0	E2QZX5
Q5TEJ8	Q8BXQ3	D3ZCN1	G3N1H0	J9P5N1
Q9Y4P9	Q8R2G4	D4A911	-	-
O75899	Q8BKB2	D3ZTM2	E1B7Y3	J9P9Z8
Q9H0Y0	Q3TXU5	A0A0G2K4T8	G3MXZ8	E2RDH2
O15013	Q8K386	Q497B2	F1N726	F1P8U9
Q8IXT5	Q9DCZ1	Q925Q4	F1MZD0	E2QYY9
Q6NT04	Q3TTV7	D3ZAV8	F1MDI6	Q5TJE4
P26374	Q9D114	Q5FVK6	P54149	E2R8P8
Q4JDL3	Q8BLM0	D3ZPY0	F1MHB9	F1PHL5
Q9NWR8	Q8K0T2	Q6GX86	Q32LE3	E2REC3
P17025	Q8BGR5	M0R7V1	F1MMX1	F1PA60
P57679	Q8K4K3	D3ZB49	F1MTF1	F6UWI0
Q9BZG7	E9Q0B6	F1LR53	E1BPI3	E2RBX5
Q9Y2L5	Q5EBJ4	P60905	G3MYZ3	F1PC13
Q9P0X4	Q8BR27	-	-	-
Q9NR97	Q8C152	Q6IMG9	E1B8N4	J9NTK9
A6NDG6	Q6P1E1	D4A986	A1A4P3	E2QZC3
Q16094	F6ZK01	Q9ERR2	E1B731	J9NZG2
Q9P0Z9	Q9JHK0	D3ZQI1	E1BHJ9	J9P0X3
Q96EN9	Q9D738	D3ZRL2	F6PU87	F6Y4J5
O43736	O09117	-	-	-
Q9BXI6	P58462	-	-	-
P15515	Q9QYE5	-	-	-
O43812	Q9QZH3	P97678	Q3SZ15	E2QUP0
Q9NXJ0	P54841	D3ZDK4	F1N1K8	F6XLR7
P52954	Q64GA5	-	-	-
Q9NX36	A0A0R4J1I9	Q78EJ9	G3MXN3	J9P5U7
P57729	Q8BGQ4	A0A0G2JXG0	F1MV02	F1PUS1
Q9UHI5	O70619	G3V8R5	-	-
O60858	Q8K411	P23978	F1N1E7	E2RG82
Q9H657	P48381	D3ZAB7	A5PJQ2	F1PZW2
O95150	Q06348	D3ZSY3	Q2KJ16	E2RDK9
Q9Y673	Q62193	Q8CIN9	E1BKK2	F1Q0H5
Q6ZSG1	Q99J23	D4A274	F1MDF3	F1PHQ2
Q8N8R5	A2AG06	B2RZ52	E1BAS9	E2RB14
Q14296	Q8BL33	D3ZM07	F1ML31	F1PZW1
O75309	Q9CQ58	F1LPV2	Q29451	E2REK8
Q86TY3	Q9JLR9	-	-	-
Q5JSS6	Q7TSA3	P36202	E1BJU2	F1Q3A2
Q6P6C2	Q8BH24	A0A0G2K1M2	Q3SZ41	E2RQ14
Q9Y6L6	O08585	A0A0G2JUE3	Q08E33	F1PKV8
Q9BWW9	L7N451	B1H224	F1MJH0	J9NWM8
Q9H2M3	F8VPP8	D4A6W9	F1MLZ9	E2RK77
O60479	G3X8V3	D4A4P8	A0A140T860	F1P8R9
Q9P0B6	Q8BQX5	Q9WUB8	Q8MJJ1	E2RGT4
Q9Y222	P97825	D4ADG2	Q08DL3	L7N0B9
Q9BZJ4	E9Q1U1	D3ZZ13	Q6YC49	E2RS22
Q9H4I2	Q8R4H7	-	-	-
P05166	Q99LB2	P52481	E1BLM2	E2RM53
Q01538	Q60790	F1LQ24	E1BFK7	F6Y385
Q9HBJ7	Q99KG5	Q5U1Y2	A0JNK3	J9NW43
Q9ULD0	Q3URE6	A0A0G2JXH2	A5PJU1	J9P946
O14896	Q99PP2	P13437	Q2KI38	E2RNM0
Q8NHS2	Q60707	D4IGX4	-	-
Q4VAX2	Q8C119	D4A4Y4	A0A140T858	F6V702
Q8NI38	Q8BMK1	B2GV54	F1N2U8	F1PY83
P15502	Q8VE04	Q1XID0	A6QPA8	F1P7Q1
Q9Y519	P51680	F1M9Z0	E1BGY1	Q9MYY9
O14610	P83714	V9GZ79	F1MJH8	J9PA96
P22732	G3UW92	Q499S5	E1BJM1	F1PG88
Q9P298	G3X8Y7	P45479	Q3SZ31	F1PKW0
Q96LW7	Q61239	G3V7A6	A6H794	E2R9L8
V9HW75	O70480	A0A096MJK1	Q9GLJ8	J9P4M8
Q5H8A3	P68500	-	-	-
Q8WXS3	Q9D1G0	Q5BK74	F1MJS7	E2QUZ4
Q5SSQ6	F2Z461	P63079	A6QLW9	J9NXC1
Q9UHJ9	Q505D9	Q2TGJ5	E1BGL6	F1P7A3
Q8WY36	Q8C180	O35078	E1B999	F1PMK2
O00160	Q8K3F7	Q4KLI9	E1BI52	J9P4K8
Q9C0I1	Q99KB8	P50753	E1BNF8	E2RFM4
Q9UBJ2	Q2YDW2	Q5HZW5	E1B859	E2R9B7
P43681	Q6P8Y1	P31596	F1N390	F1P710
P53420	Q32MG2	D3ZJB2	F1MUU8	F1P6X0
Q14520	A0A0A6YXB2	A0A0G2K8E7	Q3SZ13	E2RIC3
Q96NL8	Q8CEF3	Q5PPP2	F1MYZ1	E2RPJ5
Q8N1N4	Q9QXK3	Q4V8I9	F1MDT8	J9P4H9
Q9NZ47	Q9CXV1	P53676	F1N5L1	F1PZK8
Q8TAL5	Q8BTK5	Q9JKC9	G3N030	E2QU22
Q86UD0	Q9QZ03	Q5RKI6	F1MTZ7	E2RG71
Q9HA90	Q9QUK9	G3V812	P02662	F1PWB1
Q24JU4	Q61371	D3ZZY2	Q3SZZ2	E2R5D8
Q99731	P09240	P23593	F1MJI0	E2R202
O00421	E9Q6L9	R9PXR3	F1N4L1	F1Q0R8
Q9UKB3	Q61010	D3ZYM5	Q2KJ84	F1Q152
Q9UBX1	Q9WTP7	-	-	-
Q9MY50	Q8CIG8	A0A140UHX1	G3MYZ6	F1Q323
Q15858	Q8CFW1	F1LYK6	E1BDB7	F1PSD4
Q6IQ22	A0A0G2JEA7	Q6F6B3	G3N1W1	J9NSV8
Q8ND56	Q8K288	P19468	Q3T0C8	E2R9K1
Q8NGV6	G3UVW2	F1LQN0	F1MHG9	J9P5W0
Q9UHF3	Q7M6U3	M0RCM9	Q08DM6	F1PC78
Q9BPY8	Q69Z69	Q2A121	G3X780	E2RD05
Q5T7B8	Q5XLR9	P60895	Q0VCF5	F1PYL1
Q9BX69	Q9CQI3	F1LVR4	Q2TBL2	F1PKH2
Q70E73	P27005	A0A0G2K5G9	Q5E950	F1PLU5
Q02410	Q9CZH3	F1M711	F1MNW4	E2R466
Q5JNZ5	Q8C0S1	D4A251	E1BDD9	E2RPR4
A0PJX2	Q9DAR7	D3ZKT6	Q9XT98	J9P2B8
P01920	Q64467	A0A0G2JZ88	Q2HJF4	F1PCW0
Q7Z4K8	P97497	D3ZGT6	A6QPK5	E2RMH7
Q2VIR3	A2TJV2	D4A4K4	Q58DA2	E2RSE3
Q9Y2A0	G3UZZ7	M0R436	G3N1V8	F1PVU2
Q86Y38	P59648	-	-	-
Q7Z726	A6H8H5	P23811	F1MUJ5	J9P438
Q8WWL2	Q8R3Q7	P17425	F1MM00	E2RGS1
Q8NCR3	E9QM92	Q06437	Q3T0Q2	E2QXB0
P17538	Q7TT00	B2GV55	F1N2Q8	F1PSP6
P13584	D3Z4R4	Q76EI6	Q2KID4	E2R9H6
Q5VU69	Q03350	Q08464	F1MQA8	E2RH33
P23942	A0A2I3BS15	A0A0G2JV07	P07456	J9NSJ0
Q8TD90	Q5SW19	D3ZWF4	E1BPE6	E2REF1
Q9Y2G3	A0AUV1	Q6TMA8	F1MS09	F1PMN5
Q96KD3	Q8VEH5	B2RYI5	G5E5A1	E2RGC8
A1YPR0	Q6YNI2	D3ZRS9	A6QPM5	F1Q1I2
P31641	P49891	D3ZUB7	Q5EAC4	E2QX09
Q53R41	P01636	D3ZSX5	-	-
Q13753	Q5DTZ0	Q6SKG1	Q01314	E2RQQ0
Q149M9	E9Q3A7	Q4KLY2	Q2HJG1	F6Y2S5
P48547	Q8VHQ1	P19103	F1N7A7	F1PP92
P35212	A2AMS3	A0A0G2K0N1	P23439	E2RJQ7
P06307	Q3TPE9	D3ZAG6	Q5EA45	F1PPX5
P32238	Q3U1U7	F7EXF4	F1MW34	J9P639
Q6ISU1	F8VQL0	A0A0H2UI24	F1MNE5	F1P990
O95171	Q3UUQ7	B2GUT8	F1MHF1	E2QX59
Q96HE8	E9Q2E4	Q99P74	Q3T130	F1PAD6
Q3KNW1	Q8K0N8	F1LR31	F1N1W5	E2QV23
Q9ULV5	O35089	F7ELZ7	E1BE80	J9P9E4
Q9UII5	Q91WS7	D3ZY54	G3MYP6	E2RRN8
Q53G26	Q9D9U9	Q9Z1X8	F1N670	F1P7F0
P48230	Q9QYE0	G3V6G6	E1BMG7	J9P9T1
Q96K12	Q9D236	M0R6C4	E1BLK6	E2QUL1
P80162	Q05BQ1	Q5XIF1	Q08DX6	E2R8C2
P49753	Q61098	P04468	Q0P5E2	F6Y868
A0A0S2Z4M5	Q8C8D1	D3ZGQ5	E1BIR8	J9P316
Q8TAX0	F6TY75	-	-	-
Q9Y278	Q8R3Y8	Q4V896	F1MM05	E2R2J3
Q96EH5	Q9WVL1	Q562C6	A5D7I5	F1PN84
P21953	Q06831	D3ZHR1	Q1RMU0	E2RNL2
Q8TDF6	Q8BGY9	A0A0G2K4Q7	G5E5K9	J9PBM6
P98182	Q9CY24	B0BMY6	Q3ZBJ0	E2RA31
A0A087WZU1	O88987	P0CD94	A2VDM6	E2RIW2
Q96F10	Q9Z306	F7FHF3	A6QQ83	F1PQ86
O95342	Q3UW53	Q5XI42	P04038	E2RMY2
Q6P582	Q9D7H2	F1LQU9	F1MJA7	F1PXK1
Q6UX07	Q8C788	Q66H74	F1N1Z3	F1PTE3
Q9NVP4	O54804	P24049	F1MX87	F1PUW7
Q96RJ3	P12388	Q920F5	F1MN49	F1P9A1
Q9P2X0	Q9D113	F1LXV9	Q32L96	E2RD87
Q2KHN1	A0A0R4J093	D3ZZW1	E1BF37	J9NVU5
Q96PV0	Q8VHH8	F1M7S3	A5D7F0	E2RP35
Q14328	Q8BHK1	Q925G0	E1BD70	F1P637
P35503	O89098	Q91Z84	G5E5D0	J9NZI7
P55263	G3XA59	-	-	-
Q92622	Q8C886	P07687	F1N7A5	E2R7H7
Q9BZV2	Q80XI4	Q9JI93	A6H7H2	H9GW53
P78556	G3X8Q6	D4A411	E1B960	E2RDR8
O14817	Q91WF7	-	-	-
P11150	Q91Z92	A0A0A0MXU9	F1N7H5	F1PGR7
Q8IWW8	Q7TNF0	-	-	-
P48651	E9QJU8	D3ZF26	Q2KJ44	F6XVD7
Q8NCR6	Q8CB27	G3V698	E1BHE0	F1PBA7
Q14940	P28230	A2SY89	A7E371	Q8HZV4
Q9UNT1	Q9EQ16	P08485	A0JNI9	F1PQA2
P61009	P50096	B0K031	-	-
Q8ND83	P23336	Q4V8F1	-	-
Q99592	Q9R187	D3ZYT9	Q58DP6	F1PSS9
Q86VD1	F8VQ45	R9PXS7	P25930	E2R038
Q13572	Q91XE4	P08644	F6Q3P6	E2RB45
P02100	Q9JIP3	D3ZEE9	-	-
Q5XUX1	Q8C762	A0A0G2JZ87	F1N020	E2RFU5
Q8N0X2	A8DUV3	Q6AYL2	F1MPU8	E2R9Q0
Q86XU0	Q3TF18	-	-	-
Q9UFB7	Q05738	D4A9D7	Q3ZBE0	J9P4P7
O43435	O54799	Q3ZAU5	F1N6Q4	E2RSF3
Q8TDC0	Q62361	Q5XI62	G5E657	E2R0G9
Q9BYK8	Q3UZY0	B0BNM5	A4IFL6	J9NT69
Q02161	B1AWN4	G3V9S2	E1B7U8	H9GW61
Q5H913	Q9Z0P7	D4A0U6	E1BKI6	J9NZ29
O15244	Q9DBY4	Q9Z1I0	E1B7H9	J9NYG6
Q96G79	Q8C0P0	Q62806	G3N163	J9P148
Q9BWT7	Q3TCT4	F1LN50	P13620	E2RRN7
Q9Y5Y7	P25318	Q2YDV1	F1MMA2	F1PM73
P25021	O35047	A0A0G2K0N5	Q0P5B2	G1K2A5
Q9H8M9	Q8BVQ3	-	-	-
Q12889	Q8R1C6	P97613	Q2KHY8	F1P7Y5
P21854	Q9R0Q8	Q6YH22	F1MEY1	F6V440
Q9NZK5	E9QPR7	Q498M6	F1MRU0	F1PV78
Q6DJT9	Q8BGV5	A0A0G2JSJ8	F1MN85	F1PD72
Q6SA08	Q6IR41	A0A0G2JTX2	Q32KP0	F1PXG8
O15547	Q80WQ8	F1M2K0	-	-
O95206	Q497L8	B5DF69	Q148L7	E2RTF6
Q8TDB8	Q3UM89	Q6QLN3	F1MBE9	J9P5G3
Q7Z745	Q6GTH9	A0A0G2JWP6	A7YWP6	F1P723
Q9H161	S4R2P9	-	-	-
Q9Y2D2	Q9JIE6	M0R5L5	Q0P5F0	F1PMR9
Q6UXD5	E9Q7Q0	A0A0G2K1R0	F1MRH9	E2RDL0
Q8N129	Q9QVP4	G3V906	F1MDK2	F6XFR8
Q9UL19	O35098	Q71SA3	E1BJX5	F6US19
Q04900	Q8K3V1	Q6AY34	F1N547	E2RA03
Q8WW32	A0A0B4J1L1	D4A871	-	-
Q18PE1	Q3TC33	D3ZH31	A6H704	J9JHA3
Q5VZI3	O70404	D3ZQJ8	F1N524	F1PMP0
Q96AP4	Q8C753	A0A0G2K189	-	-
Q495M9	D3YUE4	D3ZJY1	F1MJ19	F1PEL6
Q12979	Q9DCS9	P63329	E1BK63	E2RSR7
Q8IWY4	Q6NXL6	Q8K3U6	F1N4K4	E2QWQ7
Q9HBX8	Q6ZWQ7	A0A0G2JSP1	Q17QJ6	E2R8Z8
Q96AQ8	Q80X72	M0R7K6	Q58D73	E2RIE5
Q9H8W3	Q8BJX2	B2RZ73	E1BBI3	E2RDI0
Q6IMN6	D3Z5I2	Q3B8R7	Q2NL37	E2R764
Q8TF21	A0A0R4J0L5	F1MAK7	Q17QR2	E2R5L5
Q6F5E8	E9Q3H4	F1LN08	F1MPV6	E2R9P2
Q99990	Q99MD8	F1LNP8	F1MKB5	J9NTS2
P49767	Q62398	D3ZJB7	F1N5H6	F1PVQ1
O75679	Q3V3V9	D3ZPP5	P13204	F1P7W9
P36544	Q9EQG3	Q99PJ7	Q2NKU4	E2QUS3
E9PJI5	Q61886	-	-	-
P51814	Q8BKY8	D4ACF5	G3X6A9	E2R3U5
P16519	Q8CHD8	E9PU36	Q08DW8	E2RQ01
Q8N7X4	Q91ZK4	-	-	-
Q96QH2	Q60720	F1M9G6	Q3ZBN3	F1P5Z8
Q9GZU2	Q8BGG0	D4A098	Q3ZBJ9	F6KIF6
O43612	Q9CQZ6	D4AE48	G3N2X6	F1PXD5
Q8N196	Q6P1G0	D4A4R9	F1MQA4	F1PUP8
O19691	Q6F5E0	A0A1B0GWP0	P0C2B7	F1PJX0
P47804	A0A0R4J1N2	Q64565	Q29RL1	F1PXD7
Q92781	Q9WTJ5	G3V612	G3N342	F1PRW7
Q14654	G3X943	Q6AY06	F1MQP4	F1Q1Q8
P56470	Q8CDK2	Q5XIA5	F1MD95	E2R513
Q8N5T2	Q9Z0F5	D3ZW78	A5D7I0	J9JHX2
P78539	Q9D3W1	A0A0G2JZ27	E1BGU6	F1PJG3
Q14210	Q99LE2	D3ZJU9	A4FV36	F1PD90
Q9C010	Q8K3V4	A0A0G2K7V6	Q2KHU9	E2RIE0
O94892	Q8JZW8	-	-	-
Q02575	Q9JJB9	D4ACS3	G3X6N7	E2R304
Q9Y5H6	Q80WB1	E9PU23	F1MIB8	E2R4Y3
P11511	Q68FF0	A0A0G2JUF5	F1N4A1	J9NZ07
Q6ZN06	Q3UIZ8	P11883	Q2KID7	J9P999
Q08AN1	F6TNE3	A0A0G2K3M7	E1BBQ1	E2R9X5
Q6NXT2	Q91W61	D3ZUJ8	F1MZB4	F1Q4K8
Q96NA8	Q9CR63	P61376	-	-
Q8IZT9	O35484	Q505J6	E1BDH1	E2QY78
Q9C0F3	Q64697	P01322	F6PQR5	F1PKR4
Q9BYV1	Q9DD16	H9N1L4	F1MZ17	F6UMN8
P63316	Q8BGV8	B2GV71	Q8HXG5	Q9TQX1
Q9P032	Q3UUE9	-	-	-
Q9Y5E7	G3XA31	A0A0G2JUS6	G3MYV7	F1P9U7
O95447	Q8K0E8	Q3KRC6	Q2YDE7	J9P0Z4
Q13506	P24527	D4AA06	Q0VC92	F1PSM2
Q5JPI3	P43267	A0A0H2UHV5	G3MZW1	E2REB0
Q7L985	P61407	A0A0G2K7N9	F1N0N5	J9P769
O95954	Q9JK45	D3ZAN2	E1BFK0	F6XY50
P61165	A0A1W2P7X0	F1M7D0	F1N5T9	J9PB14
Q14397	Q9QZN1	Q498R8	-	-
Q9BWD7	Q9DBU2	P62902	F1MI51	E2REE9
Q9NXP7	B2KFW1	F7FMS0	G5E5G3	F1PBE5
Q9Y264	Q3V096	G3V7M5	F1MX03	F1P865
Q93070	O09051	D4A1T9	F1MED8	F1Q482
Q9UHK6	Q9CRA0	A0A0G2JZH4	A0A140T8C5	E2R240
Q9Y3V2	Q9D2E2	P41137	F1MMT3	J9P2D7
P19878	Q5DTH5	O35889	Q3MHN2	P54827
Q9BXK5	A2APZ7	P50229	F1MRL4	E2RKV7
Q96PZ7	P32958	A0A0G2JSI4	F1MFL0	F1PEI4
Q3KQV9	Q9R0R4	F1LPM1	F1N4H5	J9NXK2
Q969X1	E9PUM9	F6R0A3	E1BD55	E2R122
P19440	P70352	F1LV01	A5PJA4	F6PNK1
O75795	Q8R2M7	-	-	-
Q6NSJ0	Q9CUU3	Q6AYU9	E1BG53	E2RBH9
Q86YW9	Q99L44	F1LZ81	E1BPZ7	F1PJE5
Q02108	I7HJS2	-	-	-
Q96SF7	Q8C460	B2RZD2	G5E5T0	J9NSF9
Q9UDR5	Q8VIG1	P97846	Q2NKT2	E2RSH4
Q5VZQ5	Q8K2F3	D3ZID8	F1N2K8	J9P0S8
Q8N0S6	Q61316	Q5BK16	-	-
Q9NV58	Q3UH93	F1LNU2	E1B9U1	E2QSJ2
Q9NXG0	P50481	O70608	E1BDE8	J9NS46
Q96CW7	Q8CFZ4	Q8CJB9	F1MZ01	F1PIQ7
Q96J86	A0A0J9YV32	-	-	-
Q5TC63	Q8BTY2	B5DEM5	G5E5M0	J9P8Q0
Q9Y4U1	Q8C0E1	-	-	-
Q8WTQ4	Q8BXL7	A0A0G2JXE5	F1MNS8	F6Y2I2
Q9UHW9	Q8C6S5	D3Z8B1	Q2HJ66	F6XMT1
B7ZLP7	Q0VDQ9	Q4QQW5	Q9XS47	F1PRI1
O75636	O55123	F1LNT3	F1MJV1	F1PET4
Q9H8U3	Q9QWR8	D4A9G6	E1B842	A0A0A0MPB8
Q96M96	Q6F3F9	F1M2F9	E1BPK1	E2RR02
Q15238	Q8BG17	Q5I0J5	G3N1N3	J9NWW9
Q9NY87	Q8BLY3	-	-	-
O75840	Q8R1Q0	Q9JMC1	F1MFI9	F1PAT4
Q59EC0	Q8C6B0	F1LXN4	F1MU04	F1Q1P8
Q8NCA9	Q925T4	G3V7Z6	E1BM10	E2RS11
Q15013	Q80XU3	Q62627	F1N6Y2	J9P272
P41732	Q8BUM9	Q01066	F1N164	F1PXI4
Q9H7Z7	Q99KP3	Q7TP98	G5E5D9	E2RT70
O75509	Q3TCV3	Q9R0Z7	A7MB47	F1PH57
Q9H3H9	E9Q0Y4	Z4YNI2	Q1ECT8	J9PBN3
Q5SZB4	Q6ZPQ6	M0RA58	F1MP35	J9P919
Q7L8W6	P53368	G3V7X5	F1MMC8	Q5TJE6
Q14582	Q9Z2E3	D3ZE17	F1MAX3	J9NWK4
Q9H930	B2RT41	F1M281	-	-
Q9NX74	P48318	M0R484	E1B8X4	-
Q8IWF7	Q99MX7	D3ZKB4	A3KN24	F1PMG6
Q96M11	O35626	D3ZWZ9	F1MI65	-
Q8N4N3	Q8VDF3	D3ZVB3	A6QLL0	E2QSG3
Q6P2D0	Q8R0Y8	Q63321	A6QPT4	J9NXR2
P55103	Q6PGH4	Q7TNJ7	F1MLM6	E2R005
Q96MM7	Q9ES74	P97829	E1BAW7	E2RHU7
Q8WVN8	Q8CFN8	A0A0G2JT07	F1MVW1	F1PGD2
O95711	Q8BZN4	B1WBX6	Q08DX1	E2R9D0
P24071	P55194	P12711	A6H718	E2R4Z6
O15305	A0A0R4IZY3	Q5U362	A5D7B7	E2RSQ8
Q8N0X7	Q8K2H4	-	-	-
P0DJG4	O09111	D4A895	F1MFP4	E2RAB0
Q8NC54	Q5PRF0	F1M6T6	F1N3A1	E2RPS7
B1AK53	E9QQ68	Q569C0	F1MY57	F1PAW0
P01571	E9Q2Y0	D3ZWG9	Q0V8G2	F1PMR3
Q9H939	P28659	F1LXR9	Q3T105	F1PKH5
P06870	A1Z2X7	G3V747	Q5E9S9	-
Q9H9Y4	Q9D485	D3ZKG1	F6QPK8	J9NYN5
P28067	Q8VDT9	A0A0G2K6T4	F1MUF4	E2RHM5
A0A0S2Z6X0	P34056	P54258	F1N0M7	H9GWC9
A8MTY0	Q9D4C9	Q5JC29	Q2HJ20	E2QVN0
O43543	Q8CBY3	Q78P75	Q3SYR2	E2QRY7
Q9P1G2	Q80XA6	-	-	-
Q9BSH3	Q8BGF9	B2RZ89	-	-
P78325	A2AJA9	D3ZK09	A2VDK9	E2R096
Q6PHW0	Q99LW0	D4A6T8	G3N1V1	F1Q136
Q96MV8	Q7TSD4	-	-	-
P78385	Q925U4	Q5U2N8	E1BG49	J9NY81
Q75N03	Q71FD5	A0A0H2UHA4	F1N2U7	F1PJ18
P48723	A2AUM9	D3Z9C4	Q0II23	F1PU09
Q13516	Q9CWZ7	E9PU06	P28339	F1PAB6
O75884	Q9D8W7	D3ZF92	Q0VC61	J9P7E8
Q96LU5	Q810P2	Q7TP34	Q7M2N1	F1PHG9
Q96A44	Q99J85	G3V6G3	Q05B90	J9PAI5
Q9NQI0	Q6NZP2	Q9TQA6	F1MG35	E2RKX0
P32248	Q99J21	G3V962	Q9BH11	J9P1Z0
P55285	A0A0R4J0T9	D4A2H4	Q0VC06	E2RJ82
P13760	Q9D4B2	-	-	-
Q7Z5L4	Q9R0N9	A0A0G2QC17	F1MEH0	E2QVR2
Q9NRJ5	Q9R0A1	Q566R4	A6H760	E2QTL0
Q9C0B6	P10518	A0A0G2K6Y2	F1MQC0	J9NU86
Q9NVE4	Q3TN31	D3ZV82	F1MLU0	E2RDS3
Q6PF18	O54990	Q4L1J4	Q0VC80	F1PGB5
A0FGR9	P54751	Q99N78	F1MLF8	E2RP90
Q9UBI4	Q8R1Y2	D4A196	A2VDL4	E2R112
Q96LM6	E9PXX8	A0A0H2UHP7	Q5E9A6	E2RKH8
Q8N4P6	E9Q173	D3ZFY2	E1BKN5	F1PBU2
O75339	B1AZR0	O08961	Q0VCG7	-
P01602	Q8BLA7	-	-	-
Q96M32	J3QPN0	P54275	G5E525	-
P12319	Q9EPC5	D3ZKC6	G3X7I7	F1PZM9
P28566	P56392	M0RAA8	E1BLG8	F1PM32
O75445	Q9DA16	Q08469	-	-
Q86X95	Q9D115	A0A0G2JYP9	-	-
Q9P2H3	P98084	P63018	F1MCK3	J9P7D3
Q16587	P10754	F1LRJ7	A6H775	F1PW03
Q96GW9	Q8JZU6	Q03555	F1MMH2	F1PKY0
Q3KQR5	Q9JKE2	A0A0G2JWD5	F1N0E6	E2RG59
Q5SYC1	P51410	Q9EQP5	-	-
B7Z9A0	Q9D304	D4A6T2	Q3SZI1	E2QSG9
P21549	Q3TG86	F1LPT7	A0JNA5	E2RKI5
Q8WUG5	Q64459	D3ZUA2	Q58DT8	F1PSN8
Q08462	Q8BMF6	D3Z977	F1MS46	E2QZR3
Q6WN34	A2A825	-	-	-
Q05DR1	A1L333	Q8K4B1	G3N156	E2QS92
P30685	Q6PEE3	F1M7Q5	E1BNQ5	F1PSM7
Q96SQ7	D3YWE6	D3ZYC1	Q8SPU5	F1PC25
Q659F9	Q9Z2J0	Q6AXT4	F1MP52	E2R3T0
P06881	Q6PAQ4	D4A3P4	A6QR11	E2RIH5
A0A1W2PQ69	Q8VCU2	Q9JHY2	F1MLB3	F1PUF2
Q7RTP0	Q9CQY7	-	-	-
Q9Y6X5	Q04998	-	-	-
Q9P2F6	P27792	Q9HB97	F1N4N7	F1PA35
Q6ZWT7	Q8R2K1	Q5PQR6	Q5EA50	E2R1E8
P86397	P61967	G3V7S2	Q3T0F2	E2RGD1
Q86UN3	A0A1Y7VLJ5	G3V737	Q2KJ82	J9P670
Q5SWX8	P41251	A0A0G2JZ68	Q2KHZ9	F1PBY2
P58505	Q9QYN3	Q45R42	Q0P5M0	E2RED4
Q9Y4E1	F6VZ99	-	-	-
Q5T0Z8	Q6NZE7	-	-	-
Q13588	Q99M03	Q8CGQ0	Q75Z89	F1PTW8
P43362	Q8BQU6	D4A9E7	Q08DG8	J9NW53
Q96QU6	O35205	P30337	Q32PH2	F1Q143
Q8IV50	Q6K1E7	Q498R7	E1BAG6	F1P9H3
P55107	Q9JKB1	A0A0G2K505	-	-
Q8WVJ9	Q8BMS4	Q03061	Q2NKR5	F6UPC5
Q9Y530	Q91XS1	P28023	A0A140T830	E2QWL2
Q96GR7	Q9D3L0	A0A0G2K7K3	F1MSL2	F1PWS0
Q8TE60	Q8R4I4	A0A0G2K0J8	G3MXR4	E2QUT9
Q9C0D9	Q9D0K0	-	-	-
C6KE32	Q6P8G8	O08701	E1BLS1	E2R0L0
Q13495	Q8VCZ9	A0A0G2JX33	Q2TBH1	E2R6C0
P31941	O70477	A0A0G2K994	F1MJL8	P00011
P35326	Q9Z1W4	P05369	E1BBT0	E2RIB9
Q8WTU0	Q8BMS9	D3ZNJ5	F1MC23	E2QWY0
Q86UA1	P20664	A0A0G2K889	Q3T168	J9P056
O95428	Q6PGC9	D3ZT84	E1B8W3	F1P9U9
O95998	P01580	D4A1F8	A8PU71	E2RKA3
Q8WY21	P51683	D4A240	F1MS06	F1PXX3
P20160	Q80UG6	D3ZTY1	G3MWM5	E2R842
Q9HAY6	Q61585	P50878	Q3T0N4	J9JHL2
Q13487	Q8R5B8	P20595	Q5E936	E2R2K3
Q8N9V3	Q8R003	P97534	Q0VC44	E2RHI9
Q16384	Q7TN99	-	-	-
Q92839	O08747	D3ZXR7	A2VE39	Q9TTD8
Q16674	Q7TNP2	Q99N34	Q3MHH1	J9P176
Q8WZ75	A0A0R4J166	Q68FR7	Q0P598	E2RNP2
Q9UBY9	Q9WUF2	D4ACZ2	E1BPL6	-
Q8TF20	A0A0R4J131	D4A5H4	G3MXC0	E2RDB0
P57087	Q8BGH4	G3V606	A5D7L5	E2QTF7
Q8IVP5	P34914	A0A0G2K785	F1MZK8	E2RCV7
Q9BZM6	Q80VM3	Q6AYQ9	Q06600	F1Q263
Q96A83	Q9D3J8	G3V7R0	G3MZK7	E2RT03
Q8N2H3	Q8QZR0	A0A0G2JUF4	F1MLR1	E2R0X6
Q9NUT2	O88697	Q63481	Q3SWY1	J9NV74
P29728	Q80UY2	F1LU27	E1BHR8	F1PG39
Q6PJP8	Q80YR2	Q56A18	F1MHW2	E2R022
A0A0S2Z3X1	Q8R0F9	Q6AYC0	A1Z2Z3	E2R4N4
Q9H4I0	Q80YX1	D3Z8B0	Q1JQD6	F1Q2C0
Q5VV52	Q99MV7	E9PT83	F1N130	F6X548
Q96N46	P09242	F1M1A2	F1N2J8	J9P840
