B7NZM8	A0A286XBQ9	W5PAQ3	M3WE16	F7BJQ7	F1P6I3	A0A287APW0	P67939	P19139	P97855	P07306
G1SM47	A0A286XCI4	W5NTT9	M3WVP4	F6YGT7	E2RKA8	A0A287ANP1	P06624	A0A0G2K4I9	P35374	Q0VAB1
G1SK29	H0V854	W5PEF0	M3WEX6	F7C3H1	E2R1I2	A0A287BAT8	Q2KJ56	Q5RK03	Q91WT7	P35269
G1SUE4	A0A286XZV3	W5QD29	M3VZU9	F7AMZ3	E2RS63	F1RQQ8	F1MDM4	G3V8W1	F6VPT9	O95343
G1SK22	H0V2D0	W5P6T4	M3W8D9	F7DLF7	F1PE20	F1RKV6	F1N556	Q4V8E2	Q60932	Q16659
G1T5I2	A0A286XPB1	W5Q3Z6	A0A2I2UPW6	F6TFH2	E2RA21	A0A287ABX4	O18870	B1H296	Q80TA9	P05997
G1TDI8	A0A286XN89	W5QIE9	M3W6U8	F6TA20	F1PUX7	F1RM27	Q32LN9	Q5GH60	Q80VC8	Q53FA3
G1SG01	H0VM73	W5NTI5	M3W0H5	F6SCN7	E2RAD6	A0A0B4J2J2	F1N1F8	D3ZYL2	Q91WA1	Q92800
G1SUS9	H0VRC6	W5Q4K2	A0A2I2V496	F6TWK3	F1PW07	C3VML2	O18836	D4A9X9	Q9Z2Z9	P78348
G1SK28	H0V5U6	W5QBM9	M3VVL9	F6XC24	E2RBJ9	I3LAB7	F1MRU4	B2GV83	Q9EQG3	P98194
G1TFN4	A0A286Y5I6	W5QCW8	M3WH54	F7DV08	E2RA03	F1S6Q5	E1BD97	D3ZKQ0	Q3V0L1	Q03431
G1SJS8	H0VUW0	W5PFP8	M3WH95	F6V8C8	F1PDR7	A0A287B0Y2	E1BD73	E9PT58	Q9D2V5	O14730
G1T7I4	H0VCD3	W5Q646	M3WD01	F6UW37	F1PU93	M3TYC1	P15246	G3V918	P70698	Q86W24
G1SIX0	A0A286XFZ2	W5QEC7	M3XFJ2	F7A2B0	J9NYU9	A0A287AKN3	F1MP16	A2VD06	E0CY69	O14653
G1TUF8	A0A286XXV5	W5P5R6	M3WQG7	F6Q0S8	J9PBM4	F1RX66	F1N4M5	D3ZPB6	Q921F4	Q15762
G1TD48	H0VNW1	W5P0W2	M3XG79	F6T6B5	E2QZW9	A0A287BFZ2	E1BKT0	Q6P725	Q61598	Q59GY2
G1T2W6	A0A286XXB2	W5Q1N6	M3X0M2	F6YEV1	F1PDW4	K7GMF6	F1MV02	D4A723	Q8CET8	Q8N895
G1SPW3	A0A286XPS3	W5PKX7	M3VY70	F6R341	E2RE06	D2WL18	F1MNR5	Q68FU3	O35625	Q6FI97
G1TFC9	H0UWD5	W5PK96	M3WAW6	F7AAA3	E2R3U6	A0A287B757	E1BBU2	D3ZY25	Q9CSM4	Q9HCD5
G1T4H3	H0V7D2	W5P2U3	M3VXZ3	F6ZYC2	F1PSI7	F1S774	G3MZ71	D3ZVN8	Q91YK2	P70280
Q9TSJ4	A0A286XBM2	W5NVC3	A0A2I2UMI1	F6RT63	E2REU0	F1SRM7	Q2KJA4	B2RYF0	Q9CRD4	Q6DKI1
G1U101	A0A286XX08	W5P2M8	A0A2I2UKC6	F7BYS4	G1K2A0	F1RPG2	F1N6T0	P48679	Q9Z0S6	Q9H4E7
G1SLK5	A0A286XYS5	W5NS73	M3WM26	F6UDA8	F1PCK7	A0A287BLL0	G3N061	Q7TSA0	Q6NXW6	Q8N370
G1TVK1	H0UUA1	W5PVS7	A0A2I2UBW2	F6QR25	E2R5M2	A0A287BEJ4	F1MPJ8	Q63259	E9Q1A5	Q13393
G1SQF9	A0A286XHA6	W5NVV3	M3WHB4	F6YKL4	H9GWC8	F1RW44	F1MP10	A0A0G2K3G9	Q8CI08	Q8TD91
G1SNG4	A0A286XYI7	W5PV93	M3WX43	F6XX09	E2RA00	A0A287BBJ9	P48617	A0A0H2UHH6	O88329	O95711
G1SIF2	H0VJ49	W5PID7	M3XAI0	F7CZV6	E2QWJ8	F1RX35	Q5E9F2	Q6AYQ9	Q99LJ0	P51948
G1TI10	H0VQR1	W5Q578	M3WT84	H9H016	E2REN3	F1SDT3	F1N735	A0A0G2JTN5	P27671	Q9Y394
G1T2X3	H0VZG0	W5PFT9	A0A2I2UT26	F7AAX1	F1PID1	A0A287B1K9	F1MJZ9	F1M3S0	Q9DCW4	Q86TG7
G1SS07	H0VU15	W5PHI4	M3W908	F7BWB4	E2RRG5	F1SA53	Q1JPD9	Q9JK79	Q7M758	P29274
G1T9Q8	A0A286X7W4	W5QFF6	M3XAD1	F6RZR6	F1PMP2	B3TFD9	E1B7V1	Q6AYG0	Q9DBT5	Q8NBP5
G1T6A6	H0UUA6	W5QCG2	A0A2I2V4C3	F6SL61	F6V641	F1RM23	Q3SZY9	Q4PJT6	Q8K215	Q15847
G1SWA1	H0VSH8	W5PTV3	M3WQM6	F6RQX2	J9P8W9	A0A287AJQ1	F1MPB2	A0A0G2K0Y2	Q9CPN8	Q9NVM4
G1U9M4	H0VBI7	W5NPD6	M3WUH5	F6R142	J9NZ75	F1SSG3	F1MTQ0	D3ZFU9	P63323	Q8IXJ6
G1SKY2	H0V2G9	W5PFI4	M3WM07	F7B8N7	E2RQL0	F1SF51	A7YWC9	Q5M9G7	A0A0R4J114	Q9H5F2
G1STC6	H0VIW1	W5QF82	M3W0E3	F7DI33	J9P8Y5	F1SAY9	E1BM03	D4A106	Q8VCY6	P04435
G1TQI1	A0A286Y022	W5PGK8	M3VW20	F6T0K7	F1PQE2	F1SG15	Q28065	D3ZYF6	Q9Z1W4	Q9H0F7
G1U4F0	H0V3T2	W5Q1F1	A0A2I2U555	F6XFX1	J9P7H4	I3LEK4	F1MR87	P63326	Q9D4B1	Q8N865
G1TAD7	H0UZE2	W5PQZ4	M3WGM5	F7DW85	F6XWC5	F1SIW2	E1BP66	Q568Y5	Q9JKF4	P20813
G1TS30	A0A286XTN1	W5P7N9	A0A2I2UDH5	F6QDY1	E2RQ18	A0A287AN43	F1MEH3	F1LQR7	P56393	Q5W5X9
G1SJB0	H0WBS1	W5PW16	A0A2I2V1M2	F6WCT7	J9PAK5	A0A287AXX0	G8JKW1	A0JPK9	P43404	O00221
G1TD65	H0V6L8	W5PJ87	A0A2I2UHI5	F6T0Z5	F1PW06	A0A286ZK28	E1BJU6	D4A9H6	Q80Y19	Q70EL1
U3KMX1	A0A286XKE0	W5P8I0	M3WVV0	F6UG12	E2R4S4	P26461	F1MSE6	P09216	P24452	O43488
G1THH4	H0VGN1	W5PW74	M3XCR0	F6YLL8	J9P780	F1RTX5	Q1RMQ2	F1LMR4	E9QJT2	P04554
G1U2B5	H0V9G0	W5PRD7	A0A2I2U3H0	F6TRS1	E2R8R2	F2Z5F2	F1MHP1	A0A0G2JWJ0	Q5SUR0	Q9BRH9
G1SHX9	A0A286XHK6	W5Q166	M3W7S8	F7DGJ2	E2RDP5	I3LF55	E1BEK7	Q91XU7	P70354	Q96H79
Q256T0	H0W4V0	W5NZT5	M3W770	F6UVU8	F1PZC5	F1SP96	F1MYF8	D4AA47	P35347	Q8IUQ0
G1TJZ7	H0V982	W5PMJ3	M3W0N7	F6QBK1	F1PN66	F1SLM7	P30931	G3V8U1	Q9QYF1	Q9HC36
G1ST23	H0VIQ2	W5PQC1	M3WFE5	F7CK95	F1Q4K7	F1RFS1	F1N2N3	A0A0G2K179	Q3TY65	Q9Y576
G1SCQ2	H0VJ81	W5PZ98	A0A2I2U8E9	F6W5G1	E2QXD7	K7GR86	A5D7L0	D3ZDY4	Q61826	Q96NJ5
G1TFX3	H0UYV7	W5Q7T5	M3W2F7	F7E0F5	E2QTM0	I3LNW1	F1MHQ9	Q6AYD4	P50285	Q9BXI9
G1SIN0	H0V3V1	W5Q0E3	M3XFL1	F7CA73	E2RD22	F1S7X5	E1BG04	Q4KLZ4	Q7TSV0	A2RU54
G1SXV0	H0V0V1	W5PA33	M3XBY3	F7D434	F1PX21	F1SM67	F1MIH8	F1LRL4	Q91WU6	O15528
U3KPD7	A0A286X8P2	W5PN83	M3VV20	F6WD61	F1PUW0	A0A287AIU8	Q17QT3	Q09429	O88721	Q8TBJ5
G1U953	H0UYS7	W5PSG9	A0A2I2U4R7	F6ZKJ8	E2QXP7	F1RQW1	E1BG53	D3ZTA2	O35551	P08865
G1SP22	A0A286XDQ6	W5PH27	A0A2I2U562	F6UA21	E2R5D3	A0A286ZRL0	F1MMJ2	Q5FVQ9	Q8N7N5	P55774
G1SZ59	A0A286Y232	W5PNR4	A0A2I2ULW3	F7CSQ5	F1PRE1	F1S827	P0CB32	Q07936	Q8VIJ6	Q9H3R0
G1TC88	A0A286XAT1	W5PW49	M3W6R5	F7AWB3	F1PQM1	F1S8X4	G3MXG1	A0A0G2JU92	Q8BG67	P38435
G1SFG8	H0VGI1	W5QED1	M3VV67	F6W5D6	E2RNV3	A0A286ZUJ2	Q5E9H9	M0RAP6	Q9QZM0	Q9BXW4
G1SEK5	H0VMS8	Q4TUB8	M3X657	F6SN00	E2RFZ1	I3L8F0	Q2T9Q6	Q5M7A6	Q8VEL0	Q8N6G5
G1SM78	A0A286XAA5	A6ZE99	M3W0U5	F7CQB6	E2RGL8	K7GPS1	Q3ZBN0	Q5XI74	Q9QZE7	Q5HYA8
G1SSX2	H0VIX2	W5PKH2	M3W553	F6YWS5	E2RKR4	A0A287ACV3	Q0IIE2	A0A0G2KB98	Q8BTS0	Q12913
G1T9U4	H0UUQ4	W5PZZ9	M3X3A4	F7DRZ8	J9NYN6	A0A287AM35	E1BLG0	Q5U2P0	Q9ER41	Q86Y56
G1T0B4	H0V2F5	W5P6Y4	A0A2I2UC71	F7A5Z4	F1PC23	O46420	F1MPG0	Q642E3	Q9DAH2	O94762
G1TT28	A0A286XAL7	W5NXN4	A0A2I2UW29	F6RLN1	F1PIM9	A0A287AUL2	F1ML61	D4A3S1	Q9D0B8	Q7L5D6
G1SGZ8	H0VW83	W5PDD5	M3VVD4	F6XMB2	E2RQX5	F1RXG3	A2VE46	B1WC88	A0A0A6YW72	Q96JZ2
G1TYM8	H0UU21	W5Q4P8	M3X5Y3	F6TMY5	J9P360	F2Z5J3	F1N2E0	Q68HB8	P0C0A3	Q9HCE7
G1TD39	A0A286XX62	W5Q6U9	A0A2I2UUF4	F6WG51	F1PE02	F1S615	A4FV32	B3DM92	O55101	O15389
G1SPY2	H0VGR8	W5PZH0	M3WNX2	F7AYZ5	A0A140T8E9	A0A287B330	Q6YC49	P17659	P10404	P61371
O79433	A0A286XWH7	W5P5V2	M3W6S0	F7BTM8	F1PZQ5	P15203	E1BLE3	D4A987	P01580	Q9C005
G1U9C1	H0V7P5	W5NPI1	M3WWZ0	F6VJ81	J9P8P4	A0A287BDL6	G3N0V2	Q91V33	O55029	Q9H0W7
G1T7K4	A0A286XHZ6	W5P1J1	A0A2I2U066	F6XT31	F1PNU0	F1RVL7	F1MPW3	F1M076	Q9D2F7	Q5T8D3
G1TEB0	H0UYY3	W5QHG5	M3WSQ1	F6R879	J9NSY9	F1RP94	E1BN16	A0A0G2JW15	Q8BQU3	Q96E14
G1SF90	A0A286XIR9	W5PIF0	A0A2I2UIW6	F6QI97	E2RMV6	F1SD83	F1MXC3	B2GV87	A2A863	Q9H5I1
G1TCP5	A0A286XNN6	W5NUC8	M3WGI1	F7A590	J9P9J3	F1RPC8	E1BKF4	M0RBK1	O55137	Q5JXB2
G1SUS1	H0W767	W5PVQ2	M3W970	F7C7W3	F1Q4C3	F1RHU3	Q1LZF1	D3ZP58	Q04899	P10911
G1SND1	H0VSK1	W5PKV3	M3XBL5	F6V2I8	E2R5G5	F1RXR3	F1MS16	P20607	Q8BRN9	Q9ULD5
G1SEA8	H0VBX1	W5NPT8	M3W1G3	F6WS44	F1PKP2	F1RQW2	F1MYG2	Z4YNP1	F8VPU2	C9J798
G1T8T3	A0A286XCE0	W5Q5Y7	M3XBV0	F7DMK1	J9NUV8	A0A286ZKT6	E1BDH6	P49000	Q8VHI6	Q8WYD7
G1SR30	H0V547	W5PQI1	A0A2I2UCN4	F6WNL1	F1Q1Q4	A0A286ZQW4	E1BGG0	P70597	A0A0N4SUK7	Q8IYK8
G1T724	H0V3H0	W5Q771	M3W822	F6YM24	F1PVL6	F1RGP4	A1L5A6	M0R6K0	Q80UJ7	P55197
G1SQB2	H0UXU7	W5NW63	M3WND2	F7BJ35	E2REV5	A0A287BM17	A6QPB7	D3ZSF0	Q61224	Q9Y2Y4
G1T047	H0VHU5	W5Q9P3	M3WNG9	F6WJX8	F1PLV9	I3LQA6	F2Z4D5	Q568Z2	Q6PCX9	Q86WK6
G1TTG6	A0A286XPU7	W5PMG7	M3WMB3	F6V4Z6	E2QXW9	F1RG22	G3MXC8	Q52KJ9	P62322	P12319
G1TB63	A0A286XEH9	W5PQC9	M3VWL9	F6W4N7	F1PLD6	A0A287BPN4	F1MKW2	A0A0G2KA99	Q9D6J5	Q5RHP9
G1T422	A0A286XCB5	W5PRI1	A0A2I2V454	F6SQ82	F1PHJ6	F1SNE9	A6QR01	A0A0G2K808	Q99JR1	Q96E93
G1TUR3	H0VJB1	W5P0G8	M3W1K0	F7AVR7	E2REG8	F1RR84	E1B8R6	F1LYL9	O54863	Q9Y490
G1SZ60	A0A286Y1E8	W5PKC7	M3XEI0	F6WW45	E2R5C1	F1RFB3	A6QPL4	Q5M7A7	E9PZP8	Q15126
G1TME0	Q8CGS0	W5P458	M3X212	F6V9B1	J9P420	F1S544	E1B8W2	O35921	Q8BMI4	Q7Z4H3
G1U9S1	H0V0X0	W5NQ96	A0A2I2V4Z5	F7BVZ1	E2QYK0	K7GS96	E1BCU2	Q9ERW3	P24063	O75569
U3KNS9	H0VF86	W5PZ26	A0A2I2UT51	F6WDB4	E2QU87	A0A286ZZ13	P07926	D3ZD84	Q9JLJ5	Q9BQQ3
G1U2F6	H0W2B3	W5Q491	M3XBJ2	F7CP01	F1PTE7	F1S4P1	P27674	D3Z8L7	Q91WK0	Q9Y3R4
G1TK23	A0A286Y3S5	W5PAV4	M3WR88	F6UM11	F1Q1M4	F1RT14	A7Z071	A0A0G2K047	Q61955	P0DJG4
G1T409	H0V8U3	W5P624	M3W9Y3	F6Z8W7	J9NX40	A0A287A7K9	F6Q4T4	F1LQX7	P68433	P50150
G1SF68	H0VD70	W5PR98	M3WCC0	F6YBZ4	E2RJ91	F1RXA6	F1N3G9	A0A140TAA9	E9QNX4	P01877
G1SU21	H0V2P5	W5PGV6	M3W1V7	F6VIA8	J9P0G8	A0A286ZIT8	Q2TBQ6	M0R5B5	Q91ZI8	P02749
G1SYS6	A0A286X9L7	W5NZ88	A0A2I2UHZ4	F7DPA2	A0A140T8E2	F1RTL1	Q02376	P97677	P01723	Q9NX52
G1SL83	H0VHF8	W5Q5I4	M3VUJ9	F6VM75	F6Y539	F1SUZ6	Q32L41	B2RYF1	Q9WTR0	O75151
G1T3B7	H0WCW3	W5PLV2	M3W6M4	F7BZ94	E2R9S0	A0A287BKF4	G3X6U5	P20595	Q8VDU0	P26599
G1T2M1	H0VDS4	W5P7S0	M3WVZ5	F6XF53	J9P150	F1RUP7	A6QP55	G3V824	Q9WTP6	P13693
G1TDN3	H0VAB1	W5P7B9	M3X3N2	F7DGG7	E2REP1	A0A287AT54	G5E589	G3V618	Q9WVA4	Q9UN79
G1SRH4	H0UYC6	W5PIL1	A0A2I2V504	F7A4P6	E2RGK6	A0A0E3KLW5	A6QP36	D3ZLC3	Q9JII7	O00268
G1SQZ8	A0A286XH84	W5PTZ1	M3W8L9	F6W0S8	F1PEH3	F1RMN7	F1MHX4	F1M0B5	A0A0J9YTU3	Q16348
G1T861	A0A286Y1C6	W5NUS6	M3WHN7	F6ZY77	F1PAS7	F1RWT0	F1MC76	D3ZI38	Q60707	P98179
G1SMY8	A0A286XYX3	W5QFT6	M3WQG4	F6T970	E2R5S4	F1SJL0	Q0VCR4	Q3B7V0	Q64221	Q96AP4
G1T2Z8	H0WE16	W5NTB6	A0A2I2UVX8	F6X238	E2QXA2	F1RJN0	F6RWU6	D3ZQV3	A0A140LJ72	Q9NW81
G1STY4	H0VL18	W5PGR9	M3WJV3	F6ZHX0	E2R095	A0A287A9B8	A5D960	D3ZXK4	Q8R143	Q15468
G1STE2	H0VIN1	W5PQS5	A0A2I2U3E9	F7DF20	J9P856	Q6YT42	Q3T0M9	D4A9T0	Q78DX7	Q6MZM0
G1T7L4	H0V809	W5P7E0	M3VXP6	F7C2C5	E2R8R9	A0A287BAS8	H9GW30	D3ZX02	A0A0R4J0J5	Q9HCJ2
G1T7S6	A0A286Y5T8	W5Q297	M3VZ73	F6S581	E2R7K2	K7GRS5	P79132	P37377	B1ATZ1	P10253
G1T015	H0V4W2	W5PSG8	M3W8V2	F6YGX0	E2RJF4	I3LEB3	Q2KJJ9	P48965	Q8K2T1	Q15699
G1SDH4	H0VT19	W5Q6K0	M3WGL4	F6ZRL4	F1PRF0	F1SJH5	A6QLZ3	D3ZBN5	Q6PA06	Q6ZT98
G1TA64	H0V5D9	W5Q092	A0A2I2U8Y6	F7B5I3	F1P7S2	A5GFZ7	F1MWC0	B0BN73	Q91XZ8	Q494V2
G1TDJ1	H0W894	W5PUN7	M3W078	F6SEN5	J9PAC7	A0A287AKT1	E1BBH8	Q5BJM8	P52430	Q9H875
Q03505	A0A286XGZ8	W5P2P0	A0A2I2UPF8	F6ULK6	F1PDY2	I3LN54	Q3ZBM1	Q5PQZ9	Q9QUK4	Q9Y247
G1U3K7	H0V6R3	W5NX74	M3W241	F6RXV0	J9P787	A0A287B3L9	F1MDX4	A0A0G2K6D0	G5E8T2	O43347
G1TJ87	H0UZ01	W5PEB4	A0A2I2URY9	F6WUZ3	F1PS70	I3LAZ9	F1N588	Q9EQJ1	Q921X6	A8MUX0
G1SX25	H0VNN9	W5PB21	M3VWG4	F7BV63	F1P871	A0A287A464	F1N2Q8	D3ZRH5	Q8C2G0	Q70EL3
G1SF36	A0A286XU37	W5PCU5	M3W406	F6XM01	F1PX32	A0A287A416	F1N7J2	M0RBF1	Q9JIG7	P50542
U3KMD0	H0VYT2	W5PUE9	M3WYV9	F7DPQ1	H9GW78	A0A286ZQG4	E1BN09	P97545	P01820	Q9H609
G1SH09	H0VBS0	W5QA86	A0A2I2U599	F7BUS2	F1PAA2	I3LFU4	Q865B7	D3ZNS7	Q9JJD0	P62906
G1U9S2	H0UXE5	W5PIL6	M3W1R3	F7AJM6	E2R2C3	A5A8V7	Q3B7N3	F1LR10	Q61390	Q8IYX3
G1SUY3	A0A286XPJ1	W5Q9Z0	A0A2I2U3V5	F6T0V0	F1P7R1	A0A286ZW46	Q5EA24	Q63488	Q8VBW5	Q9NW82
G1SCR6	H0WBX0	W5PJ39	M3XG41	F6XSS2	E2RTI9	A0A287B8C4	Q08D99	Q5VJF5	Q9Z1Q4	P63281
G1T2B7	H0VGE7	W5Q880	M3VYT5	F7DM16	F1PI40	F1RIU4	Q3ZBS8	D3ZD31	A0A0R4J0F8	O14684
Q6ECK6	H0VLQ8	W5NQF6	M3VX40	F7CAZ8	F1PLI7	F1RP61	F1MCQ4	Q925Q4	Q6PG04	Q6W0C5
G1TSW5	H0V0B7	W5PZA2	A0A2I2UTU7	F6S7S0	E2RGS0	A0A287B1E6	F1MR37	D4A643	A0A0B4J1F9	P01222
G1SZR6	A0A286XB55	W5QDG8	M3VWX5	F7AK40	F1PU58	A0A287BHC9	E1BE83	Q80U96	Q6P5F9	Q6IPW1
G1TA26	A0A286Y5R4	W5PRC3	A0A2I2V2N7	F7AS94	F6V2V3	G9K122	E1BAU6	Q3T1J8	F7AC58	Q66PJ3
G1SLW2	A0A286XRV5	W5NZ46	A0A2I2U7J8	F7E3B2	F1PMC6	A0A287BFG9	E1B8R4	Q9JHU6	Q6P3A4	Q86VH2
G1SZN1	H0WE24	W5PWP9	A0A2I2UCI8	F6R0L9	F1PFH6	A0A287AHD3	G3X7K4	D3ZP67	Q6NVF4	Q9BT09
G1SUV0	A0A286XT84	W5Q2G4	M3WW89	F6X1F3	F1Q234	A0A286ZU78	E1BP47	Q9EPX4	D3Z6S9	O60469
G1ST56	A0A286XTI6	W5Q3D7	M3WJW7	F6TDM1	E2RCN2	A0A287AN37	A7MB77	Q6AY02	Q9R1E0	Q8N6T3
G1U8A9	H0V0R2	W5QDL6	M3WEE0	F6VCK8	O77808	F1SDA7	F1MIR0	D4A1S8	Q06831	O60504
G1SDW1	A0A286XA74	W5PRX0	M3WQV1	F6ZJD7	F1PFZ8	A0A286ZI11	E1BIQ9	D3ZZQ6	Q62315	Q8NBM4
G1TT01	A0A286XSS6	W5PSJ5	M3X8L3	F6V9F7	E2RKK3	F1RJY9	F1MBE5	G3V6F3	Q9DCT6	A6NNT2
G1TGX3	H0V0R7	W5PIR5	M3X8M4	F7BXJ3	F1P852	F1SJI7	Q2KIG6	A0A0H2UI08	D3Z4S3	Q86VD7
G1T1I0	H0V4Q9	W5PZE2	M3XBF4	F6U888	E2R4F0	F1RGA4	F1MSJ6	M0R592	A0A0R4J205	Q9H3J6
G1TZ57	A0A286XFC4	W5Q8Z8	M3WA54	F6UJD4	J9P6S6	F1SES4	E1BCI5	Q99J86	Q8CE68	P55087
G1SIP1	H0V0J3	W5P3C2	M3X4L0	F7DCL2	J9NZ45	F1SSX7	Q5EA00	D3ZXX3	Q9JI75	X6R868
G1T9D0	A0A286XKL5	W5QIW7	M3XFM7	F7CYI7	E2R7I6	F1RHZ8	A0A140T867	A0A0G2KAI8	Q99LC8	P07711
G1TA61	A0A286Y2U9	W5NVY1	M3XFX7	F6ZU48	E2RGR9	I6L631	Q3ZBD7	D4A031	O08553	Q8TDM6
G1SXZ1	H0VV14	W5PU10	M3X998	F6R6Q6	F1PCQ0	A0A286ZJR7	F1MPS6	F1M9B7	Q3U034	Q92754
G1TC17	A0A286XXR1	W5PXX9	M3XF90	F6X6I1	E2RJ33	F1RW11	F1MW11	F1LQF7	Q8BY52	P55000
G1SFN6	A0A286Y661	W5Q902	M3W7T5	F6RR03	E2R132	F1RFI0	F1MZR4	Q62896	Q62413	B2R9Y1
G1SND3	H0VZW7	W5PDC1	A0A2I2U0I9	F6V239	E2RP15	I3LKE3	F1MG58	Q63713	Q811Q9	A0A0S2Z5D3
G1SFW9	A0A286X950	W5PWJ9	M3X8F6	F6ZRP5	E2RS43	A7LKB1	G3N1T2	F7F189	Q4VA93	Q8TAV5
G1T389	A0A286XH03	W5PVS0	M3W7J5	F6VVI8	E2RBP8	F1RT10	P35705	Q6MG48	A0A1L1SSL9	Q6TGC4
G1SW48	H0VXA9	W5NWI8	M3XAH0	F6TPT6	E2RI47	A0A286ZXK7	Q2YDD4	Q9JJL4	Q80U56	Q96GC6
G1U4P8	A0A286X8K7	W5Q141	M3W0G5	F6Z5G9	F1PJZ8	I3LHM6	A0A140T844	D4A1B2	Q8BNU3	Q9HCL3
G1T016	A0A286XS50	W5PRY2	M3WM30	F6RB67	F1PI03	A5JUQ8	A3KMV4	F1M9S7	Q8R3A2	Q12908
G1U264	H0V9W0	W5QAC3	M3VV98	F6TSS4	E2R987	A0A287BSL8	F1MXH8	G3V6Q9	O35305	Q9Y5J1
G1SV87	H0UZ52	W5P002	M3WMY2	F6VNJ0	F1Q4J6	A0A287AX57	F1MWE1	P51579	B1AUC7	O14966
G1SS15	H0VRB8	W5NUH1	M3VYS9	F6V7C9	E2RK32	A0A287AV69	F1MDC0	F1LMH7	Q9EQJ0	Q9ULZ0
G1SGC0	H0W4S6	W5PF89	A0A2I2UNN6	F6PNL4	J9NS88	O02697	F1MN85	F1LU71	Q6NWW9	Q8WXK3
G1SEM9	H0VJN5	W5PCG8	M3W6W7	F7CRH3	J9NU70	F1SFT0	F1MWW8	D3ZYV4	Q8VE88	P30533
G1SS70	H0W740	D4P8H6	A0A2I2V4T2	F6QNS4	J9PBC5	A0A286ZLQ4	G3N262	M0RB65	P62751	A0A0S2Z604
G1T556	H0V299	W5PTR2	A0A2I2U558	F7C420	E2RM78	A0A287AZP6	F1MYQ7	D3ZBH5	O70549	Q99618
G1U7E2	A0A286XZI8	W5NV77	M3X787	F6Z367	E2RB85	I3L8F1	Q2KIV0	P27768	Q3UF25	Q86UD3
G1TDV4	A0A286XAY4	W5PR39	A0A2I2U286	F6PYZ4	F1PRF8	A0A287AUI5	E1BCZ6	P63004	Q6R891	Q9BYQ4
G1SQD5	A0A286XYR2	W5P4L7	M3XCY2	F6VDT3	F1PF32	A0A287ANL1	F1MXK9	F1LWL8	P61249	O75342
G1U0Z4	A0A286Y3Q1	W5QAW2	A0A2I2U2D0	F7D4T2	F1PEJ5	F1S3N5	Q17QR8	Q6AXY3	Q8BW49	P30048
G1TD93	H0VMJ1	W5PIT2	M3X168	F6SAX9	J9P2B8	A0A286ZYT6	P22027	D3ZJ28	Q562E2	P54756
G1SFN1	H0W915	W5PNF7	M3WBD6	F7BG04	F1PZR4	A0A287AE16	Q0VFX9	Q3B7D6	P70419	O60667
G1U602	H0W5V2	W5PBJ1	M3W9E9	F7BZA3	J9NS36	I3L9P5	F1MZC2	D4ADJ8	Q9CXR1	Q9BPX4
G1TYZ2	H0WAB1	W5PQY0	M3X9B3	F6RYN5	J9PBI0	A0A286ZI28	A6H7E9	D3ZW33	Q9ES64	P62253
G1U3Y3	A0A286XXD7	W5QBU8	M3VVZ7	F6Z4K2	F6UPU1	I3LMR5	E1BI95	F1M4A0	O89109	P01563
G1TT25	H0WDE3	W5P759	A0A2I2U0U2	F6RVP2	F1PHT3	A0A287A0G7	F1MSI3	A0A0G2JUE5	Q8BX70	P62143
G1SCI9	A0A286XGD2	W5P155	M3WJK8	F6YTB2	F1PRT4	D0G0C6	F1MX40	G3V7Z8	Q80U95	Q9UM54
G1SEW8	H0V8H9	W5PU22	M3WYW4	F7BGR9	E2RA12	K9J6H5	F1N388	D3ZWI4	Q99PF4	Q5VWG9
G1SE59	H0V5W0	W5PXS8	M3W0P0	F6WLB5	E2QTY8	B3XXC2	F1N1Q0	Z4YP11	O09165	Q05215
G1T8E5	A0A286XQ32	W5P1A9	M3WCR2	F6T962	Q95N01	F1RJC7	A7YWN9	A0A0G2JXG0	Q06219	P17041
G1TL56	H0VKU6	W5P587	A0A2I2UUM5	F6S6T8	E2QVC5	Q5I2M3	Q6QRN8	A0A0G2K9W7	Q9D786	Q6P9A1
G1SHR3	H0VR55	W5PDQ5	M3WWR3	F7C8S9	E2RS22	F1SIS1	A6QPQ9	B0BN31	Q8R1D1	P37108
G1SIF6	A0A286XWV2	W5QIK7	M3WGF3	F6QEW7	F1P6L8	F1RUI3	E1B8H7	F1M8H2	Q99LS0	Q6N022
U3KML7	H0V1B9	W5PMQ2	M3WX60	F6R033	Q9MYY9	A0A287BIR9	Q3ZBE7	Q925C0	Q8CAS9	Q8NEY3
G1SNY6	H0VUU1	W5QCC7	A0A2I2UVJ5	F7A5I7	F1PB15	A0A287B127	E1BBR8	D4A1C0	Q6JVL5	Q5TF21
G1T1W8	A0A286XII0	W5Q1Q9	M3W1M9	F7D421	F1PPN5	A0A286ZNQ6	A5D7E1	F1M277	P15626	Q8WXX5
G1SG03	H0W7U5	W5PYA3	M3WIC9	F6QM03	J9NUL6	Q6IED5	F1N679	D4AEL3	Q3TVR4	O60688
G1SV18	A0A0U5EM95	W5NQI9	M3X4L3	F6Q7J3	E2RI61	I3LR07	F1N4K0	D4A9V0	Q91YD6	Q8NEM7
G1SIJ2	A0A286Y2L0	W5QC84	M3VZT0	F7BT61	E2R6E4	F2Z5F3	F1MZU2	D4A962	Q9JIF7	Q9H553
G1SHA6	H0VPS5	W5PXH4	A0A2I2U218	F6X9G4	J9P7Y7	F1SQL4	Q05588	P26794	Q65Z40	Q9UJT1
