IIDdog.gw	IIDcow.gw	IIDrat.gw	IIDmouse.gw	IIDhuman_exp.gw
F1Q077	G3N0N9	P62912	P53657	Q9UH46
F1PMH7	E1BAS8	F1MAQ8	F7BGR7	Q6ZT21
E2RLX4	E1B714	F1LP30	Q9QXV1	O95999
E2RM97	F1MPN9	M0R5L5	A0A5E3	P55011
F6UV44	E1BLR5	D4A0Y5	F6YG30	A4D1J9
E2RK42	F1MN32	D3ZQB1	Q61585	Q02223
F1PUF1	G5E526	D3ZVU6	P28301	Q86T65
F1PKT4	E1BPT9	B5DEF4	Q9JLF6	Q04844
F1PWP3	F6RZF3	D4A374	A2AHL1	Q9NRN9
F1P933	Q9MZT0	Q5M9G8	Q91XX6	P50226
E2QXW7	E1BNE3	M0R6Q6	Q8BGH4	D3DTY9
F1PIG0	A6QL70	D3ZIS7	Q9D566	P57737
F1P8H1	F1MU29	D4AC80	E9QKG3	Q8IZ48
F1PVZ8	Q32L79	A0A0G2K9P5	Q91VM9	O60825
J9P398	Q2HJ54	Q6AYD4	Q91WV0	Q86SG2
J9NXU1	F1MDK3	D4A719	Q2TPA8	Q9BVQ7
Q6XPZ3	F1N7R4	P27213	P26618	P78337
E2QX14	Q27975	F1MA97	Q8BK29	O75711
E2R6E0	F1MN03	Q5BK39	Q3V122	Q9Y219
E2RH73	F1MFG7	Q8K3U6	P07759	Q9BWC9
F6UNY1	A4FUD5	D4AC70	Q3KNY0	O14735
F1PCI3	Q3T0Q2	D4A0V8	Q8VIG6	Q8WYD6
J9P708	A8E4L3	D3Z9X4	Q08351	Q9Y2H5
F1PNY6	F1N444	D3ZF16	P07141	Q5JWF2
J9P4R1	F1MEP6	A0A0G2JT12	Q5SYL1	Q5T124
F1PQB8	P04409	P08909	Q6PG04	Q86VW0
F1PAT3	E1BBE9	D3ZAQ3	Q03142	P46977
E2QS97	Q3ZBG4	F1M943	P09925	Q93009
E2QSY6	F1MHW3	D3ZIU2	P12960	P54753
F1P8T1	E1BGU8	A0A0G2K9Y4	Q05A62	P0DPB6
F1PNQ5	F1N5P0	D4A733	P70304	Q8N9U0
F1PXT3	Q17QH1	D3ZWI0	Q6YGZ1	P12018
F1PFQ1	Q6B857	M0R9L2	O88689	Q9Y305
F1PCS0	A5PKG7	Q5M876	Q8C0P5	O95196
J9NTC9	F1MPE4	O88794	Q9QZS8	P10914
F1PJS0	E1BIZ2	Q5EB96	P50220	Q92616
E2R181	E1BIX3	P34064	Q6ZQ86	Q6FHH6
E2R0D5	Q05717	D3Z8R8	D6RD06	P15621
E2QTL0	A3KMW6	A1EC95	Q3U182	P08559
J9NS77	F1N543	Q6AXQ2	Q8CFE5	Q8N9N2
E2R6C0	E1BE02	D4A9N9	Q76JU9	Q9H5H4
J9NX62	F1MMH5	P51886	Q9JM51	P07738
J9PAH3	E1B9B0	Q62805	P11609	Q6NUI6
B5RHI0	P07224	F1LRT0	Q8K449	Q9H4P4
J9P3E9	F1MVK3	Q6RIA2	Q91Y44	Q2T9J0
E2R1S5	F1MBS3	Q6AYR8	Q91WM1	O15143
L7N0I8	Q3MHP8	P21555	Q8VF03	Q6NXP6
F1Q2D5	Q5E9Y2	A0A0G2JW83	Q9D416	Q8N594
F6XZ73	F1MGQ8	A0A0G2K6T6	Q62083	O43663
F1P6K0	Q0IIA5	D3ZG28	Q8CHU3	P35241
E2RRG5	A6QR19	P54842	Q8BIP0	P61221
E2R4C6	F1MCP4	Q6YFQ1	Q8CHZ0	Q01523
E2RP07	E1BCM2	A0A0G2JSW7	A2A259	P21589
E2R0B5	G5E6T2	F1LRW5	Q8BGD6	Q16739
E2RH50	A4FV08	A0A0G2JXP1	Q99LF1	Q7L311
E2QRY7	E1BP87	D3ZMY8	Q9Z0E1	P52790
F1PRX8	E1BK20	P83556	P46425	Q9NSV4
F1PPQ0	F1MTS7	Q923K1	P25976	O00744
G1K285	A6QLP4	A0A0G2JZ71	Q9JLZ3	Q9UPZ3
F6UTV5	F1MBK6	D3ZJ04	Q8BHY3	Q07092
F1PPF2	Q0IIB3	B0BNJ1	Q6PD10	Q15544
E2RIN4	F1N371	M0RBF8	Q09014	P47755
E2RDX0	Q9MZL3	P0C1S9	P70414	P08254
F1PJA8	F1MMU1	Q66H88	H3BLP9	A0A0S2Z5D5
E2R5E2	Q2TBI6	D3ZCK2	Q60954	O15379
E2RMF2	Q02377	M0R4V4	Q8K0A8	O00330
F1PL91	P32876	A2IBE0	Q5DU56	P49441
E2RIY3	E1BM57	A0A0G2QC55	Q9Z0J7	Q9H1P3
F1PIU7	F1MXB4	F1LWE6	Q6P5D8	O94823
F1PKR4	Q5E9J7	Q66H07	Q9R022	Q9H1R2
J9P8M6	G3N1E6	D4A8C1	Q99MV5	Q5T7V8
E2R9V2	Q2HJB1	Q9WV97	Q3MI48	P26447
E2RB28	E1BFN3	A0A0G2KB18	Q8BJL1	P07942
J9NXJ3	F1N1A4	F8WFI2	O54851	Q8N5Q5
F1PQL2	F1MW29	B6ETS2	Q8R123	Q6UVM3
F1PFJ0	F2Z4E0	P63245	Q9JK30	Q9Y6F1
F1P798	E1BE19	A0JPJ0	Q99ME6	Q03701
F6UTN0	E1B7U8	M0R8U7	Q5RL10	Q0D2K0
E2R5L1	G3N1Q7	D3ZFG9	Q68SA9	Q6NX68
F1PLR3	F1MIX5	P18506	O54885	Q53FC7
F1PI39	F1MCG0	Q5M7T2	A1Z198	O75368
E2RIJ4	A6H7H9	Q5M934	Q8C196	Q8WUP2
J9P4A2	F1N3R7	A0A096MK48	Q8BQP9	Q14654
E2R383	F1MQM2	G3V9S2	A3KG59	Q9BWD1
F1P789	F1MFY9	Q6MGA2	Q8CHW5	Q7Z465
E2RF90	A4FV12	D4A9X7	P15116	Q8NCR9
E2RFP5	Q2TA49	P17764	Q69ZR2	Q5VWQ8
E2RIS9	G3MZA4	Q920I0	Q3TWL8	Q9ULC0
F1PN55	G3X777	A0A0H2UHH6	Q9CR29	Q9NPJ8
E2QYQ4	E1BCS5	P24008	Q9Z2H2	P62341
E2RMR5	A5D7D6	B0BND2	Q2TA50	Q13133
F1PVB8	F1MZI1	P63138	D3Z5N8	Q9H609
F1PLM9	F1MFY2	B2RZA8	G5E880	Q9Y2E6
E2R1N0	C8KIL7	P01283	Q04859	P20823
J9P3Y8	G8JKW5	G3V9L2	Q3UNA4	Q8ND25
J9NUC0	E1BAT0	D4A5X1	A0A0R4J101	Q59E89
J9NV29	E1B763	D3ZE93	P39749	Q9Y278
E2RQ12	F6QQR5	Q6TXF1	O89106	Q09161
J9P059	E1BKI6	P20395	Q9DAT2	O60256
F6XRS2	A7E308	B2GUZ4	Q8BZQ2	Q8N1C3
E2RMT1	F1MNK5	D4A7P9	Q61129	Q8N508
E2RSB0	A5PJH6	D3ZPP3	Q9D8L5	Q86W56
E2RSV0	F1N0T0	D3ZMR2	Q3TJZ6	Q6ZNR0
F1PGK6	G5E5K1	Q6AY86	Q9D091	Q13347
E2RSG1	A4IFH4	A0A0G2K0K8	Q9QUK0	Q96CK0
F6UTN8	F1N2G5	D3ZHS3	Q9D8D0	Q9NZD1
F1PQM9	Q32LF9	Q3T1J4	Q8K1S6	A8K651
F1PVV4	E1BE45	A0A0G2K8S4	Q9EQR6	Q86T24
F1P819	G3N3T5	Q6AY19	Q3UEI1	O76027
F1Q3M4	E1BE06	A0A0H2UHL3	Q9WU20	P40933
F6PK10	F1MNT3	D4A628	B7ZWI3	Q14558
E2R3K3	Q08DH4	Q920Q0	Q99KK7	P0C7W6
Q5XXR2	E1BHK5	D4AAW6	Q9D4V6	Q96HP8
E2RQX6	F1MK67	Q9Z0U8	Q3TEI4	Q92947
F1PJ98	F1MAZ5	Q6IN33	Q6P8Y0	Q8IZ53
E2RKM5	F1MUS6	Q6AXT9	Q8K595	Q7Z7A3
J9P5A6	G3X770	Q62886	B2RW88	P20916
E2QX84	A6QLB2	O88791	P16277	Q02539
P49256	A1A4K8	M0R7C6	P22646	Q5SY16
F1Q1L3	Q58DK8	F1LXQ1	O70342	Q59EC0
E2QV28	F1N761	Q64623	F8WJ93	Q9BQ87
E2RPY8	F1MPX1	F1LUA2	Q9D2F7	Q16549
A0A0B4J197	Q05B81	P22449	Q5M9N4	Q7Z6I5
E2R5G3	Q32PI0	Q497B2	Q9DC61	Q8NDX9
F1PQC8	F1MK62	Q5RKJ2	Q8CDG5	Q8IUY4
E2QTC0	G5E6S3	F1M3B1	Q80X19	Q96H22
E2RFT9	Q17QL3	Q5BJS7	D3YUG0	Q70J99
F1PN99	F1MRZ8	P15384	Q9R0N4	B4DGR3
E2RHW6	F1N7M2	Q5RKH9	Q80WJ6	Q14427
J9NWX9	Q6H8M9	A0A0G2JV35	Q14C59	Q86VQ1
F1P829	Q32KZ3	Q6IMG9	O88174	Q15035
E2QRR3	E1BBI6	F1M0B3	O35984	Q9UQ90
E2QW21	E1BGH7	Q04906	Q8BN58	Q9BUP3
Q06220	F1MSD7	D4AAL4	Q8BHK6	Q7Z6K4
J9P2A8	E1BGI8	G3V981	Q922R0	Q96BQ3
F6V358	F1MJZ9	D3ZKI5	Q80ZU5	A6NFY7
F1PSS0	F1N4E7	Q68FW8	G5E889	O60341
J9P898	Q3T0B5	P13589	Q99N69	Q08211
F1PWC5	G3MX82	P62697	P31230	Q6DKI2
E2RS67	F1MCW9	Q08388	Q9JKK8	O95198
E2RQ30	E1BJ11	D3Z8F6	Q10738	O95931
J9NSD2	Q58DW8	P38659	G3UY57	Q96PN7
Q9N1Q3	P62739	Q9EPR9	P35737	Q5VU92
J9P0G8	F1MK42	P97555	Q9QY42	Q53T94
J9P4A0	F1MLC4	Q08603	Q8VCD1	Q8N5I3
F6Y2H4	A7MB17	P26376	P14231	P09848
F1PVL8	Q0IIM2	A0A0G2JZJ0	Q3UZP4	Q9H4A4
F1PF09	F1MJZ0	D3ZK87	O70469	Q8IY67
E2R0F7	A7E2Z2	G3V7G5	Q5U4C3	O75155
F1PX42	E1BFD3	J3KTR9	Q5F293	P11309
F6XSI0	F1MM41	D3ZGQ2	O08999	P84101
J9P087	Q58DI7	D4ACM8	Q6PGF2	Q96MH2
J9P479	F1MD24	G3V7J3	Q9WTQ8	A0PJY2
F1P6L8	G3MXE6	F1M3H3	P51865	Q13201
F1PNC6	Q08E11	A0A0G2JU58	O88855	Q8NGX2
F1Q182	Q1JQ95	M0R546	B1AQD4	A6ND48
E2RJ65	Q2KIA4	Q5XHZ8	Q04999	Q96L91
F1PKT0	P62326	D4A3K3	Q6PDM1	P25705
F1PSC6	A6H7B8	D3ZXD9	Q91V95	Q9UI01
P52212	A7E352	P84082	Q32Q92	Q6ZUS5
E2RRF1	G8JKZ1	D3ZIJ4	E9PW83	P50553
E2QXS9	Q2KI48	Q5RK25	Q9EPX5	Q9BUB5
E2R8R4	F1N045	F1M9B2	Q3UU96	Q9NW05
E2RP22	F1MLU0	D4A3U5	Q8BMA3	Q9NR11
F1PRC8	F1MW27	A0A0G2JYF0	Q7TQC5	P02458
E2QVS1	F1MBR2	D3ZL84	Q8BGI5	P84550
Q32KH6	E1B8W8	D3ZEN8	E9Q3B2	Q9NY57
F1Q0Q6	G3MZS8	Q63246	Q9R008	Q8ND04
E2QX83	E1BDB5	D3ZJA7	Q8VE57	Q96EH5
E2REP0	F1MSC2	F1LVA5	B1AXV0	A1A519
E2RHP5	F1MLM6	Q6ZXZ0	D3Z7Q2	P10147
E2RMX0	F1N3S9	D3ZB61	Q6NY00	Q9HA90
J9P2Z4	F1MDK2	A0A0G2JY62	E9Q374	O95070
E2RQW0	E1BLS1	O88269	O88851	Q3B7A7
E2RAY1	E1B9D7	A0A0G2JVM2	Q80Y81	Q9UQ35
E2RBY9	E1BPE2	Q9JIK1	Q3U6B2	Q9Y3E2
E2R8N7	F1N1S5	Q6MFY9	Q9QXK8	P78508
F1PI91	E1BHI2	Q5I0M2	A2AQU8	Q9Y2X9
J9P8W4	F1MH32	F1M5N4	Q8VCR3	Q96CP1
E2R0X6	Q32KZ2	F1M9B7	Q61790	Q8N4U5
F1PJE3	F1N3A5	D3ZCS1	Q8K419	Q6P3X3
E2QU30	F1N136	Q99N34	Q8BGF6	Q6P1X6
F6XUI5	A7YW22	D3Z9J9	Q8C562	O60518
F1P9R9	A7YVD7	D3ZFK5	P09528	Q15124
J9P4Y1	E1BPW8	Q8VHW8	Q9WV18	P0C0L4
F1PVQ1	A4FV37	G3V735	E9Q624	Q9H1E3
E2RMJ0	Q3SX00	D4A7M5	Q3TH73	P17535
E2QXP1	P53348	A0A096MKA9	B2KFW1	O14929
F1PWF5	G5E5H6	D3ZY65	P70408	Q96F85
J9P580	G3N3U7	P62845	Q8C5V5	Q5TA82
F6XWH0	F2Z4F2	D4A978	Q6P4S6	P53609
J9NVH2	F1MJ26	A0A0G2JYQ8	O09101	Q9NXZ2
E2R283	E1BBC3	F1LWU7	P70425	Q06455
F6Y4R5	F1MYL8	D3ZY50	Q5BU09	Q13875
E2RJH1	F1MRA9	B2RYF4	Q8R184	P62906
E2RSE9	E1BBQ3	F1LR79	Q69Z99	Q9BYR7
F1PDM8	F1N780	M0RC42	P24527	Q92935
H9GW63	Q0VD16	B2RYL4	O08900	Q92828
J9NSZ0	F1MJ55	D3ZU55	Q9Z255	P62699
F1PAY8	P63217	G3V9K8	Q91WT4	Q96EF0
E2R7F5	P01180	Q10746	Q8K4C5	Q9Y5H0
J9P0T2	F1MHQ1	F1LY14	P12265	Q9BWU5
E2QWN4	A4FV41	A0A0G2QC22	Q9R210	Q9Y5H8
E2QTT8	E1BAP9	F1LNL0	Q02284	P20336
E2R9L9	A5PK67	Q6MG73	A0A0R4J2C9	Q16288
J9PB14	F1MJH3	D3ZLY5	Q99JA4	Q9BYE9
E2R282	Q2YDN4	P18421	Q9D494	Q32Q12
F6XNW6	Q0II29	D4A4U2	Q8C6L5	Q8TBE7
E2RBL7	A4IFP2	Q6AYH6	Q9D7Y9	Q96RR1
E2RP18	F1MP41	P18598	P16283	Q8IYQ7
F1PVL7	E1BK74	B2RYM8	D3Z445	Q9H9S5
J9NY41	Q3SYU0	Q6W3E9	P11928	Q9MY34
J9NZR5	A6QL81	D4A465	Q8BJH1	Q96T66
E2RAV6	A1A4M6	P51652	Q8CG76	B2RDE6
J9P6G5	F1MFA3	B5DEH9	Q9R0S0	Q07912
E2RGP1	E1BB33	A0A0G2JVW3	A2BFB0	O15155
J9NVU7	F6QK33	P23565	Q6PCP5	O43903
F1PP47	K7DXW3	D3ZHT3	Q9QZM2	P29597
E2RPA2	E1BGP0	D3ZJ81	Q8R3A2	Q9P2A4
F1PGJ9	E1BA57	M0R6N0	F7BTP0	P20941
J9NS45	E1BMK1	A0A0G2K744	Q9D5J5	Q9NP94
F1PQD4	Q0V8G3	B5DEH3	O08856	Q9Y2B9
E2RSG3	F1N7I9	A0A0G2JVQ1	Q80WW9	Q96PC2
F1Q1J4	F1N784	A0A0H2UHE9	Q925I7	Q76GR4
F1PQX2	Q2KI70	A0A0H2UHK8	Q920C4	P60412
E2RNF9	Q08DJ5	Q5FVP8	E9QLR9	O60268
F1PF43	E1BLG0	D4A2M3	Q5F2A4	Q9H9A5
F1PZS7	Q2TBQ3	A0A0G2K1Z6	P55014	Q9UPQ9
F1PFW6	E1BHK3	O35817	Q9JL89	B6SEH8
E2RCC9	F1N2A3	P04694	Q9WVL7	P43119
J9NZG8	E1BME7	A0A0G2JZN2	P04213	Q68D51
E2RQ21	F1N4Q7	A0A0H2UHB6	Q03358	Q9Y2R2
J9JHE0	F1MH48	D3ZTZ4	Q9D3A9	Q9BZS1
E2QUS8	A5D7V4	Q99ND9	Q9DAI2	Q76L83
E2R4W9	F1MY40	Q7TQM3	O70133	Q12829
F1PCA4	A2VDX7	Q5BJS4	Q7TMI0	Q9Y5X2
F1PNX4	F1MJ05	G3V6I2	Q8R2X0	Q9NYG2
F1PNK3	F1ME36	D4ABS5	Q9CXW4	Q6N022
J9PAI9	A6QLI1	G3V6Z9	Q8BGQ6	Q02083
E2RHK1	F1MYS0	Q6AYM4	O54887	Q8NDV7
E2QSP2	E1B8L3	Q5PPH4	Q8C0S1	Q8N319
G1K283	F1MMD4	Q6P2A4	Q99L88	Q8N8D1
J9P0H3	E1BF87	Q63555	P70704	P15514
A2IBY9	Q3SWX5	P49744	F8VPY0	Q7Z388
E2RFT4	E1BKZ3	F1M8X9	P45448	Q9H6T3
J9P4D3	E1BL26	Q6P7Q4	P04919	P78367
F1PAW8	F1MP76	P54690	Q8R5F8	P15144
J9P4M7	E1BP74	P07153	Q6TDP3	Q4LE39
J9NXB8	E1BDG2	A0A0G2K7Q0	Q61398	O75475
J9NYP5	F1MFR5	A0A140UHW6	Q9CR42	Q9Y2X0
E2QX31	E1B842	F1LZB6	Q9D9F7	Q58FG0
F1PZX4	A7MB36	F1LLW9	Q3ULJ0	Q8NA54
E2RGY4	G3MWR7	B1WBY9	Q8BV79	Q7Z2W7
E2QZG0	F1MGP5	Q5EB73	P48356	Q9UHK0
F1PDS0	Q2KJ19	F1LMG7	Q9DCB1	Q9BW19
J9NYM8	G1K208	F1LTZ5	Q60980	P12318
F1PU57	P0C8B3	F1LSR7	Q91WD4	P51681
E2RN47	F1MTF9	Q8VH49	Q5I012	Q96GY3
F1PF58	F1MMZ8	B4F769	Q9CZ19	Q8N6I1
E2QT64	F6QDM0	Q6TXG9	Q9CWY3	Q5T160
E2RM03	F1MXW0	B2RYU0	Q9EQW8	Q9BSG5
E2QVF8	E1BJI4	D3ZX30	P70170	Q8IWW8
F1PXV5	A6QLL0	D3Z8W5	Q3TNH5	Q9BYC9
Q68AY9	Q0V8L2	Q8VD48	P28236	O14921
F1PD76	Q2KIJ8	P25304	Q60976	Q9HCJ2
E2RBA8	Q0P584	Q4G064	A0A0R4IZX2	Q16594
J9NVA9	F1MQA9	G3V6R9	D3YYQ7	Q96D21
E2RNL0	F1MDN2	A0A0G2K5T5	Q9DCZ1	Q9C0C6
E2RR49	A6QLJ8	G3V9I8	P57776	Q6NSI1
F1Q489	F1MTH4	D3ZHI3	Q99JZ0	Q96H96
F6UTD7	P05059	Q9JKD6	Q8C2K1	A2IDD5
J9NTK2	G5E5T9	E9PSV7	Q3USS3	Q2PZI1
E2RCR2	A7YWN2	D3ZUL5	Q8BHW9	Q86UD5
E2RH12	F1MQJ3	D3ZT84	Q9JL16	Q9BXN6
F1PD80	E1BB48	D4A8X6	P60330	Q96BZ9
J9P572	G3MYJ1	F1LPV2	Q8K2T1	Q8WV92
F1PC36	G3MZH7	Q7M6Z1	Q8BR27	O15382
E2RDE0	G3X6U2	B5DFN0	Q80W31	Q8N801
F1PGL5	Q0VD29	F1LVF9	P15388	Q00013
E2RSC1	E1BA35	F1LST7	P97378	P16234
E2QUR8	Q2TBT5	A0A0G2K9C0	O55143	Q01860
E2R3M4	Q6IED8	Q6AXY8	P29752	P40925
F1PPQ7	F1MPP2	Q9WUC4	O08738	Q3SYB3
E2RDQ2	Q58CX1	D3Z8D3	Q9DAC7	Q8WYD2
J9PB72	F1MCI5	M0R919	A2A9K7	Q15029
F6Y634	A5PKE6	D4A7P2	Q04744	Q08AG5
F1PDX3	Q0P5A1	Q9JMD2	Q9Z2C9	Q9GZV5
E2RS24	E1BDC0	G3V949	Q69ZF8	Q10570
J9P3T1	F1MY85	M0R4J7	Q80VY2	Q9BWT3
J9P6I7	G5E580	A0A0G2K9Z3	D3YW39	O00512
F1PY16	E1BPD9	Q4V8G7	Q9ERI6	Q92942
F1PFW9	F1MUK6	B0K022	Q9CPT4	P78364
E2RCB9	Q08DZ6	F7FM32	P55292	Q96HA7
F6XLF1	F1MJT0	D3ZT20	Q62000	P16519
E2R800	E1BD55	F1M369	E9Q6J5	Q8WX98
E2RQW9	G3N3K6	D3ZNT6	Q9D411	Q5JU67
F6XWJ1	F1MXZ9	Q5XHX5	Q812G0	Q17RB0
E2RBS4	G3MZC8	O35854	Q9ESY9	Q9NS18
E2QUB2	Q58CS6	B2GUW2	O54905	Q92911
F1PE34	E1B9I1	D4A3C9	Q3UFY7	Q9ULM0
E2RBW1	G5E605	D3ZXJ3	Q6NZR2	P17010
F6UT89	Q08DK7	D3ZW02	Q9D131	Q0VD86
J9NSY5	G3N0D9	Q76FN2	E9QQ30	Q14593
E2R8N6	G3MXA4	O88638	P20801	L0R5A1
E2RGN0	E1BDM5	F1LUW9	Q62348	Q9UKA4
J9P5I3	E1BCP5	P28646	Q0VG15	Q96HA1
E2RJ95	F1N2P7	D4AD53	Q63829	P13747
E2QY18	F1MPW3	A0A0G2KA90	P31313	Q16665
F1PV11	F1MR50	Q5I0H4	Q8BG51	Q14146
E2RKP5	G5E556	Q76KC6	Q8C2R7	Q9Y5J9
E2R3T3	F1MWG2	M0RAG0	Q9JI19	Q8N465
J9NV57	F1MCD0	D3ZV82	Q3U309	O43347
E2RN43	P48452	B5DEN5	O35963	Q9Y223
F1PN90	F1N6G4	A0A0G2KBA9	O35728	Q9H4I3
J9NW92	Q58DM3	P19132	B1AT66	Q96LX7
F1PR75	O77802	F1M278	Q99M52	Q96F81
J9P1F2	E1BN60	Q9JJW1	Q8BHD8	Q9BSD7
E2RGL9	F1MW19	Q66HP6	Q5UAK0	Q9H094
J9NTK0	F1MYF8	Q6TUF2	Q9EQI5	Q9Y263
F1P6H8	Q29448	Q06437	E9QNG6	Q8N488
F1PW92	P10949	F1M7V4	P47879	Q6P1M0
F1PLH1	F1MSE9	D4AD02	Q8R090	Q96FX7
E2QX67	O62647	P08503	Q80TL4	Q96LA5
P27799	E1BCL2	Q5BK97	Q80XL6	Q9BVL4
E2QUV2	E1B9R6	M0RDK4	Q91V27	Q8N183
E2RMB0	Q3ZBI4	G3V8S4	P70310	Q9H2D1
E2QSH0	F1ME12	Q4QR83	Q5RJG7	P51800
F1PDU8	E1BDL7	F1LZ05	P35377	Q3KQV9
E2QYA4	G3X7Y2	Q4KLH1	O88199	Q9BXV9
J9PAN0	F1N1Y7	F1LR26	Q9D2U5	O60673
J9NVD2	F1MNK0	F1LNI0	Q99KR6	Q9BSD3
F1PK44	P00171	D3ZV74	P62830	P47898
E2QS80	Q3ZC25	B1WBU7	Q8CGV2	Q9H009
J9P3H7	A6QQH4	D3ZMI0	Q3UI45	A0A087WSV8
E2RFV0	P04116	F1M8I4	Q5SXA9	Q05DH4
F1P6D9	F1MWQ1	Q7TQN5	D3Z1D7	Q53SF7
F1PZU7	F1N3Q7	Q9JKE9	Q99L85	Q9P2K5
E2RN23	F1MFH9	P35434	P09542	Q9BSH5
E2RJG9	A7MBC0	D4AB33	P14148	Q8NHS3
E2RP57	F1MI39	D3ZI49	Q32LZ8	Q9H1J5
E2RI49	Q9XSC1	O88446	Q3TL33	P26439
F1PFA9	E1BLB4	O35430	B2RXM5	Q96M98
E2RM62	A6H6X8	Q5XIT3	Q9JJX8	Q9C098
E2QVP0	F1MIY4	D3ZYH9	J3QQ44	Q7Z4H3
E2RIE3	E1BKK0	A0A0H2UH91	Q8CIG3	Q5TBA9
E2RDK4	Q3T130	A0A0G2JVY4	Q9D1K4	Q86SS6
F6XM67	E1BJK7	Q66HL0	Q9QZ28	O14498
E2RLY1	F1MBR6	D3ZXN7	B8JJ69	Q6PCT2
J9NTG3	F1MVS9	P10719	Q8BHK0	Q9BZ67
F1PX33	Q0IIA9	A0A096MJN4	Q3V3I5	O43310
E2RTI7	F1MDV3	A0A0H2UHF6	Q80ZF8	Q9NZB8
F1P612	Q58DK1	D3ZFK9	Q91UZ4	Q9H211
E2R4I6	F1MSN2	F1M7E8	Q6GQX2	Q96P70
Q50DZ8	F1N0D5	Q5BLX8	Q9QY76	Q9UBW5
F1PIF0	F1MMA8	Q9EQV9	Q7TS74	Q6ZSZ6
J9P4N7	E1BED9	D4A427	Q9JLB9	P11234
J9P549	F1MEK1	B0BNM8	Q9CQ94	Q96FA6
J9P7P4	E1BPL4	B0BMZ6	Q9D9D3	Q9NQ39
E2RBC5	E1BHW9	G3V7D5	P56384	Q9NPJ3
E2RAV5	Q3ZCC5	Q6V9Y2	O35739	Q93084
F1PXK1	G3N2J7	D4ACF3	Q80UN1	Q5VTE6
F1PPN9	E1BKX8	A0A0G2JV41	B9EKE5	P43628
Q9ZZ63	E1BJZ0	Q6IFZ5	P70210	P54851
F1Q4F4	Q59A28	B1WBZ9	Q9ET22	Q96P47
E2RI01	F1N6B8	Q62796	Q3U2A8	O95704
E2RNK3	Q2YDE0	A0A0G2JXR2	Q8R2R1	Q8IY18
J9PAN4	Q5EA79	A0A0G2JUJ3	Q922B8	Q8TBK9
E2R8T1	Q3SZN0	D3ZYI3	Q91X72	Q9NZU0
E2RSL5	F1N7U2	G3V6L2	Q6PAR0	Q96T58
E2RG99	E1BMQ3	F1M3J3	P34914	Q12794
E2RCW3	Q3SZV5	P57760	Q60575	O60739
F1PEJ6	F1MMG6	D4ABJ2	P11531	Q9UPY8
J9NWL0	Q08DQ9	Q6AYB4	Q64430	P17252
E2RFA5	F1MM54	Q7TQN7	Q99MA9	P48551
J9P5F9	E1BHL6	A0A0G2K0K6	Q3UGM2	Q9HBD1
J9P1X2	E1BAK2	F1LX95	Q8QZY6	Q9UIX4
F6USS9	Q2YDE5	D4A237	Q3TZB5	Q8IZ02
L7N089	F1MJ59	D4A5W3	P35639	O43633
E2RFH3	Q0VD53	F1LX07	P70279	Q99584
E2RIH2	E1BE99	F1LZB0	P22227	P09172
J9P2V0	F1N2H2	O55156	P32115	Q9H8H0
J9P318	E1BDY0	D3Z9F2	Q9CQ86	P51814
F1Q051	F1MME6	A0A0G2JSV0	Q8R0W1	O43293
E2R3P7	F1MF00	Q9R1A7	Q4G0F8	Q07866
F1PZ37	E1BLU2	Q63203	Q920T9	Q9NQX0
F1PR54	Q3T051	G3V698	Q9CQE0	Q8N815
E2QXA2	E1BNF3	Q6AYI8	B1AVF4	Q9BV90
F6Y4X7	E1BM45	G3V665	Q9ERZ3	Q04323
F6XE69	Q08DA0	P10037	A0A0R4J291	Q9UJW9
E2RQF3	F1N0K8	Q91XU7	O54965	Q5VSL9
F1PN60	F1N2D7	D3ZVR4	Q8K2I1	O76015
F1PQV0	E1BBV1	F1MAF2	A2AHC3	P16591
E2RQT3	F1N082	O88831	Q9EPL0	Q9NQT4
E2RTG0	E1BFN4	Q4V7F2	Q8K1L2	Q9BXY8
F1PF96	F1N1N8	D4A9T5	E9Q7L6	Q96T23
J9NUM2	A4IFF4	D4AC56	Q9CQA9	Q92777
F1P726	Q1JPC8	Q62746	P97765	Q8N1A6
F1Q3P5	E1BLE8	D3ZHW1	D3YVH8	Q8NFM7
F1PPJ6	A6QLC1	D3ZUD9	Q80U38	Q96A47
E2RJZ5	A2VDV9	D3ZBB3	Q7TSK7	B4DF70
F1Q482	Q1JPD3	Q5RLM2	Q8CFH6	Q9NPG4
J9NS01	Q9BH11	D4A4X3	P17563	Q96M69
J9JHJ8	P56451	Q9EPI6	Q6W5C0	Q8WY22
F1PWF8	Q2T9T7	G3V8Y9	Q9ET35	O14896
E2RHV3	F1ML18	M0R6E4	Q9DB91	Q96SW2
E2RDE1	G3N1G1	D3Z8G4	Q80W76	Q12950
J9P999	G3N0E6	D3Z8N0	Q7M760	Q9BTP7
E2RBG4	F1MPH7	Q5U2P1	Q9DCZ0	Q9UHP9
F1PR50	E1BM99	F1M090	Q3V1L5	Q16343
F1PSS8	E1B856	D4ADN6	Q8BX51	Q8N3Z6
J9NV53	F1MGJ4	D3ZVF2	Q9CZX2	Q15777
F1PLI9	G3N1Z0	B2GV76	Q8BJ48	P35869
E2RSZ5	Q3SYX9	G3V879	Q9D281	Q9NUB1
J9NX55	A1Z2Z3	D3ZH74	Q9R164	P22466
